Node ID,Protein ID,Protein Name,Disease Node,Degree,Comp_rnorm_cnorm
6147,7514,XPO1,0,1256,
16388,23450,SF3B3,0,489,
16397,23461,ABCA5,1,2,176.0
6160,7529,YWHAB,0,398,
6163,7532,YWHAG,0,542,
20,25,ABL1,0,389,
6165,7534,YWHAZ,0,662,
2073,2551,GABPA,0,39,
16410,23476,BRD4,0,76,
13318,51510,CHMP5,0,51,
8881,10987,COPS5,0,828,
4145,5111,PCNA,0,390,
53,60,ACTB,0,466,
14393,151648,SGO1,0,54,
66,86,ACTL6A,0,155,
14403,20588,,0,13,
8267,10250,SRRM1,0,277,
18513,26580,BSCL2,1,58,5327.0
2130,2623,GATA1,0,109,
356,65970,,0,129,
10334,67849,,0,19,
95,118,ADD1,0,79,
8288,10274,STAG1,0,41,
8296,10284,SAP18,0,149,
8300,337968,KRTAP6-3,0,162,
4205,5184,PEPD,1,42,4153.0
8303,10291,SF3A1,0,291,
16404,23468,CBX5,0,198,
129,154,ADRB2,0,276,
131,156,GRK2,0,101,
4801,5901,RAN,0,253,
8329,10320,IKZF1,0,126,
16066,55869,HDAC8,0,38,
14703,53981,CPSF2,0,80,
4253,5241,PGR,0,81,
159,191,AHCY,0,85,
4256,5245,PHB,0,356,
161,196,AHR,0,49,
168,207,AKT1,0,378,
18601,20843,,0,14,
711,847,CAT,0,66,
20658,63893,UBE2O,0,79,
16563,23645,PPP1R15A,0,28,
18613,53615,MBD3,0,144,
2239,2767,GNA11,0,50,
18631,125115,KRT40,0,378,
2248,2776,GNAQ,0,89,
2249,2778,GNAS,1,98,3342.0
4305,5300,PIN1,0,309,
8409,10419,PRMT5,0,360,
2270,2799,GNS,0,40,
2085,2564,GABRE,0,41,
2278,5929,RBBP5,0,114,
10472,79648,MCPH1,0,32,
6378,7874,USP7,0,313,
12525,50511,SYCP3,0,6,
4339,5335,PLCG1,0,279,
4349,5347,PLK1,0,268,
16641,23764,MAFF,0,38,
6406,7923,HSD17B8,0,39,
265,326,AIRE,0,94,
4371,5371,PML,0,237,
16663,23790,,0,146,
8477,10492,SYNCRIP,0,459,
287,351,APP,0,2132,
2338,2885,GRB2,0,1081,
2339,2886,GRB7,0,55,
2340,2887,GRB10,0,62,
2341,2888,GRB14,0,25,
301,367,AR,0,301,
8503,10524,KAT5,0,265,
2416,2967,GTF2H3,0,46,
313,382,ARF6,0,143,
18753,27023,FOXB1,0,133,
4432,5455,POU3F3,0,7,
338,409,ARRB2,0,366,
16727,286053,NSMCE2,0,32,
4442,5468,PPARG,1,167,147.0
10596,14252,,0,56,
2405,2956,MSH6,0,87,
2408,2959,GTF2B,0,148,
2409,2960,GTF2E1,0,82,
2411,2962,GTF2F1,0,122,
4460,5495,PPM1B,0,61,
2414,2965,GTF2H1,0,93,
4463,5499,PPP1CA,0,356,
6512,8110,DPF3,0,25,
8562,10589,DRAP1,0,56,
8565,10592,SMC2,0,84,
4477,5515,PPP2CA,0,262,
4479,5518,PPP2R1A,0,298,
4480,5519,PPP2R1B,0,106,
385,467,ATF3,0,63,
389,472,ATM,0,218,
18824,27127,SMC1B,0,6,
12685,83540,NUF2,0,46,
6543,8175,SF3A2,0,234,
10642,79842,ZBTB3,0,27,
2451,3007,HIST1H1D,0,137,
6555,8193,DPF1,0,10,
6560,8202,NCOA3,0,134,
8614,10645,CAMKK2,0,32,
4520,5562,PRKAA1,0,181,
4521,5563,PRKAA2,0,171,
4524,5566,PRKACA,0,420,
8623,10657,KHDRBS1,0,191,
434,22931,RAB18,1,21,7034.0
8627,10661,KLF1,0,22,
8629,10664,CTCF,0,53,
4534,5578,PRKCA,0,395,
18871,27185,DISC1,0,209,
6586,8243,SMC1A,1,148,12215.0
2500,3065,HDAC1,0,611,
2501,3066,HDAC2,0,387,
4550,5594,MAPK1,0,402,
4551,5595,MAPK3,0,349,
4552,5596,MAPK4,0,60,
4553,5597,MAPK6,0,282,
4554,5598,MAPK7,0,111,
4555,5599,MAPK8,0,256,
4556,5600,MAPK11,0,93,
4557,5601,MAPK9,0,204,
4558,5602,MAPK10,0,107,
4559,5603,MAPK13,0,153,
12024,149708,WFDC5,0,8,
6613,8289,ARID1A,1,87,39.0
12760,83637,ZMIZ2,0,29,
2523,3090,HIC1,0,31,
4575,5621,PRNP,0,90,
485,22933,SIRT2,0,64,
6630,8312,AXIN1,0,85,
8680,10734,STAG3,0,2,
8681,10735,STAG2,0,53,
503,604,BCL6,0,158,
504,605,BCL7A,0,23,
2567,3146,HMGB1,0,114,
6665,8349,HIST2H2BE,0,207,
6669,8353,HIST1H3E,0,240,
8719,10783,NEK6,0,151,
2577,3159,HMGA1,0,105,
18963,100526767,RNF103-CHMP3,0,12,
6677,8361,HIST1H4F,0,104,
2582,3164,NR4A1,0,134,
13061,83987,CCDC8,0,547,
4641,5701,PSMC2,0,162,
546,657,BMPR1A,0,49,
12838,83737,ITCH,0,162,
561,672,BRCA1,0,609,
563,675,BRCA2,0,90,
4663,5727,PTCH1,0,104,
4664,5728,PTEN,0,246,
8761,10847,SRCAP,1,73,10093.0
16957,24253,,0,49,
10677,79885,HDAC11,0,132,
6720,8431,NR0B2,0,65,
579,695,BTK,0,123,
4676,5742,PTGS1,0,24,
4677,5743,PTGS2,0,47,
16967,19357,,0,11,
590,708,C1QBP,0,235,
16975,155348,,0,124,
6739,8452,CUL3,0,1228,
6740,8453,CUL2,0,507,
4694,5770,PTPN1,0,142,
6743,8456,FOXN1,0,36,
4698,5774,PTPN3,0,41,
6748,8463,TEAD2,0,83,
6752,8467,SMARCA5,0,215,
8806,10902,BRD8,0,46,
6760,8480,RAE1,0,130,
4715,5792,PTPRF,0,53,
2668,3265,HRAS,0,113,
8816,10912,GADD45G,0,67,
17009,57088,PLSCR4,0,102,
6777,51566,ARMCX3,0,27,
2697,3297,HSF1,0,116,
8844,10946,SF3A3,0,239,
659,790,CAD,0,131,
14999,3998,LMAN1,0,70,
4763,5862,RAB2A,0,114,
669,801,CALM1,0,524,
2718,3320,HSP90AA1,0,900,
673,808,CALM3,0,132,
2722,3326,HSP90AB1,0,543,
12963,83878,USHBP1,0,232,
6501,8089,YEATS4,0,106,
4777,5876,RABGGTB,0,67,
2730,3339,HSPG2,1,48,110.0
4779,5878,RAB5C,0,151,
687,823,CAPN1,0,110,
17073,57159,TRIM54,0,206,
4786,5885,RAD21,1,268,1742.0
7284,9112,MTA1,0,128,
4795,5894,RAF1,0,209,
701,837,CASP4,0,59,
704,840,CASP7,0,86,
10945,80254,CEP63,0,132,
12999,51150,SDF4,0,82,
2763,3384,ICAM2,0,23,
4812,5914,RARA,0,145,
4813,5915,RARB,0,37,
719,857,CAV1,1,220,428.0
721,859,CAV3,0,21,
4818,5921,RASA1,0,97,
723,861,RUNX1,0,102,
4822,5925,RB1,0,257,
4825,5928,RBBP4,0,261,
4828,5931,RBBP7,0,230,
2789,3423,IDS,0,46,
2790,3425,IDUA,1,6,11110.0
748,892,CCNC,0,119,
752,898,CCNE1,0,83,
10995,80321,CEP70,0,270,
6904,8648,NCOA1,0,122,
4859,5970,RELA,0,419,
4860,5971,RELB,0,109,
4865,5977,DPF2,0,72,
4866,5978,REST,0,52,
4869,5981,RFC1,0,96,
8968,11091,WDR5,0,226,
11027,113130,CDCA5,0,62,
6932,8678,BECN1,0,87,
2837,3486,IGFBP3,0,33,
15141,54760,PCSK4,0,28,
19240,60626,RIC8A,0,39,
2861,3516,RBPJ,0,149,
4916,6045,RNF2,0,756,
11062,342574,KRT27,0,148,
6972,8721,EDF1,0,34,
9023,11156,PTP4A3,0,102,
6977,8726,EED,0,483,
11075,1588,CYP19A1,1,30,118.0
841,997,CDC34,0,73,
17234,57410,SCYL1,0,38,
9044,11177,BAZ1A,0,45,
4951,6103,RPGR,0,34,
4956,6117,RPA1,0,494,
861,1017,CDK2,0,892,
4958,6119,RPA3,0,399,
863,1019,CDK4,0,203,
868,1024,CDK8,0,137,
869,1025,CDK9,0,247,
9062,11198,SUPT16H,0,206,
9064,11200,CHEK2,0,113,
4971,6134,RPL10,0,448,
16872,56916,SMARCAD1,0,126,
17269,57459,GATAD2B,0,95,
887,1045,CDX2,0,26,
891,1050,CEBPA,0,132,
892,1051,CEBPB,0,123,
7043,8803,SUCLA2,1,50,8237.0
2881,3551,IKBKB,0,224,
7057,8819,SAP30,0,95,
17298,57492,ARID1B,0,49,
2967,3643,INSR,1,128,1211.0
17309,57504,MTA3,0,63,
5022,6195,RPS6KA1,0,115,
8347,10342,TFG,0,175,
7077,8841,HDAC3,0,238,
934,1107,CHD3,0,190,
5031,6205,RPS11,0,255,
2986,3664,IRF6,1,8,15563.0
2987,3665,IRF7,0,54,
7084,8850,KAT2B,0,206,
2989,3667,IRS1,0,122,
13231,51412,ACTL6B,0,35,
5040,6218,RPS17,0,174,
5045,6224,RPS20,0,259,
5049,6230,RPS25,0,174,
7109,8878,SQSTM1,0,246,
5072,6256,RXRA,0,156,
5073,6257,RXRB,0,82,
17363,155871,,0,312,
