Node ID,Protein ID,Protein Name,Disease Node,Degree,LCI
1,2,A2M,0,105,
2059,2534,FYN,0,410,
4110,5071,PRKN,1,426,690.0
6159,7528,YY1,0,172,
6160,7529,YWHAB,0,398,
6163,7532,YWHAG,0,542,
20,25,ABL1,0,389,
6165,7534,YWHAZ,0,662,
8214,10193,RNF41,0,64,
2073,2551,GABPA,0,39,
4128,5092,PCBD1,0,96,
38,43,ACHE,1,18,106.0
53,60,ACTB,0,466,
2115,2597,GAPDH,0,304,
7521,9397,NMT2,0,23,
4180,5153,PDE1B,1,21,18202.0
16473,23542,MAPK8IP2,0,94,
8287,10273,STUB1,0,258,
8293,10280,SIGMAR1,1,10,9103.0
2749,3363,HTR7,1,4,11222.0
20592,30968,STOML2,0,122,
2171,2670,GFAP,0,110,
2069,2547,XRCC6,0,285,
4225,84282,RNF135,1,12,19747.0
16541,23621,BACE1,0,32,
18594,26747,NUFIP1,0,97,
166,204,AK2,0,51,
168,207,AKT1,0,378,
8365,10367,MICU1,1,9,11649.0
174,213,ALB,0,200,
8367,10369,CACNG2,0,23,
8372,10376,TUBA1B,0,125,
8375,10381,TUBB3,0,121,
4305,5300,PIN1,0,309,
6359,7846,TUBA1A,0,399,
6362,7850,IL1R2,0,4,
18661,92399,MRRF,0,53,
16616,154796,AMOT,0,133,
2287,2817,GPC1,0,16,
242,302,ANXA2,0,200,
8438,10452,TOMM40,0,117,
8439,1742,DLG4,0,129,
8442,10456,HAX1,0,131,
4349,5347,PLK1,0,268,
259,320,APBA1,0,22,
261,322,APBB1,0,95,
1751,2113,ETS1,0,127,
20749,10673,TNFSF13B,0,49,
4369,5368,PNOC,1,1,15448.0
274,335,APOA1,0,102,
16659,23786,BCL2L13,0,72,
8473,10488,CREB3,0,283,
283,347,APOD,1,31,745.0
284,348,APOE,0,70,
8477,10492,SYNCRIP,0,459,
287,351,APP,1,2132,1851.0
2338,2885,GRB2,0,1081,
2343,2890,GRIA1,1,45,1604.0
4647,5708,PSMD2,0,250,
4398,5413,SEPT5,0,32,
2351,2898,GRIK2,0,25,
8500,10521,DDX17,0,290,
1420,1716,DGUOK,0,67,
2381,2931,GSK3A,0,95,
2382,2932,GSK3B,0,362,
337,408,ARRB1,0,314,
338,409,ARRB2,0,366,
4442,5468,PPARG,0,167,
8545,10572,SIVA1,0,41,
8549,10576,CCT2,0,217,
4497,5536,PPP5C,0,90,
6504,55701,ARHGEF40,0,9,
4463,5499,PPP1CA,0,356,
4465,5501,PPP1CC,0,308,
4477,5515,PPP2CA,0,262,
2430,2983,GUCY1B1,0,34,
4485,5524,PTPA,0,67,
4486,5525,PPP2R5A,0,47,
8588,10616,RBCK1,0,93,
4494,5533,PPP3CC,0,27,
