Node ID,Protein ID,Protein Name,Disease Node,Degree,LCI
2048,2521,,0,354,
6147,7514,,0,1256,
4110,5071,,0,426,
16400,23464,,0,21,
6162,7531,,0,426,
6163,7532,,0,542,
6165,7534,,0,662,
29,34,,0,88,
30,35,,0,38,
31,36,,0,47,
2083,2562,,1,18,37.0
53,60,,0,466,
66,86,,0,155,
2115,2597,,0,304,
10315,374291,,0,75,
18513,26580,,1,58,1271.0
2136,2629,,1,52,4844.0
2144,2639,,1,38,883.0
8300,337968,,0,162,
2157,2653,,1,22,40.0
129,154,,0,276,
18796,27089,,0,134,
4256,5245,,0,356,
18594,26747,,0,97,
2217,2731,,1,24,71.0
172,211,,0,69,
173,212,,0,14,
2233,2752,,1,35,62.0
8391,10399,,0,286,
219,273,,0,55,
220,274,,0,70,
5501,6749,,0,284,
4344,5340,,0,68,
10489,79666,,0,127,
8442,10456,,0,131,
18696,124637,,0,32,
273,334,,0,45,
20759,64064,,0,32,
284,348,,0,70,
287,351,,0,2132,
2338,2885,,0,1081,
2361,2908,,0,242,
3807,4696,,0,61,
18759,27034,,0,65,
6476,8050,,0,35,
337,408,,0,314,
6484,8065,,0,482,
4442,5468,,0,167,
18784,92609,,0,89,
4450,5478,,0,116,
360,440,,1,82,4062.0
364,445,,0,92,
4463,5499,,0,356,
370,1106,,1,20,5157.0
11328,15394,,0,61,
4499,5538,,0,37,
407,492,,0,24,
413,498,,1,213,9136.0
421,509,,0,194,
2470,3030,,0,106,
2472,3032,,0,103,
427,515,,0,100,
4524,5566,,0,420,
1437,1737,,0,42,
432,522,,0,54,
436,526,,0,114,
4534,5578,,0,395,
2500,3065,,0,611,
457,549,,0,29,
4558,5602,,1,107,98.0
4560,5604,,0,115,
4561,5605,,0,58,
4565,5609,,0,71,
4575,5621,,1,90,2305.0
4579,5626,,0,367,
8676,10730,,0,38,
2535,3106,,0,333,
3837,4726,,0,85,
4609,5663,,0,137,
6665,8349,,0,207,
6666,8350,,0,309,
4622,5682,,0,275,
8722,10787,,0,44,
8729,10797,,0,34,
4649,5710,,0,202,
4662,5725,,0,161,
579,695,,0,123,
6728,8440,,0,184,
6739,8452,,0,1228,
6740,8453,,0,507,
20238,29993,,0,69,
8830,10928,,0,75,
12933,51079,,0,94,
4744,5829,,0,151,
