Node ID,Protein ID,Protein Name,Disease Node,Degree,LCI
1,2,A2M,0,105,
6147,7514,XPO1,0,1256,
15877,55670,PEX26,1,6,6549.0
9222,11461,,0,181,
15028,54575,UGT1A10,0,43,
5036,6210,RPS15A,0,333,
7179,8972,MGAM,0,10,
972,1147,CHUK,0,219,
17422,123169,LEO1,0,53,
4624,5684,PSMA3,0,301,
4740,5825,ABCD3,0,72,
8723,10788,IQGAP2,0,45,
20,25,ABL1,0,389,
15893,22919,MAPRE1,0,177,
2070,2548,GAA,0,32,
4119,5080,PAX6,1,156,4536.0
4632,5692,PSMB4,0,124,
4633,5693,PSMB5,0,117,
6063,7410,VAV2,0,82,
8732,10801,SEPT9,0,60,
1371,1642,DDB1,0,382,
3108,3799,KIF5B,0,130,
2598,3183,HNRNPC,0,386,
7011,2517,FUCA1,1,11,466.0
4859,5970,RELA,0,419,
1065,1280,COL2A1,0,45,
13355,51547,SIRT7,0,666,
18476,26524,LATS2,0,158,
2606,3192,HNRNPU,0,691,
861,1017,CDK2,0,892,
15920,22948,CCT5,0,173,
5682,203562,TMEM31,0,132,
8096,10055,SAE1,0,66,
1591,1915,EEF1A1,0,613,
4664,5728,PTEN,0,246,
1081,1296,COL8A2,1,14,4579.0
2107,2588,GALNS,0,27,
16444,23512,SUZ12,0,338,
1086,1301,COL11A1,1,2,6615.0
15029,54576,UGT1A8,0,23,
2113,2595,GANC,0,10,
2059,2534,FYN,0,410,
583,699,BUB1,1,48,2103.0
584,701,BUB1B,1,98,6.0
1098,1314,COPA,0,209,
4535,5579,PRKCB,0,202,
269,330,BIRC3,0,87,
6225,6732,SRPK1,0,349,
6739,8452,CUL3,0,1228,
5204,6418,SET,0,167,
14,19,ABCA1,1,54,2331.0
4182,5155,PDGFB,1,27,1975.0
4183,5156,PDGFRA,0,65,
2136,2629,GBA,0,52,
4185,5159,PDGFRB,1,111,2871.0
7772,107995,,0,37,
7013,8772,FADD,0,87,
8805,10901,DHRS4,0,15,
5734,7025,NR2F1,0,49,
4199,5174,PDZK1,0,37,
1640,1978,EIF4EBP1,0,58,
7273,9099,USP2,0,169,
3178,3881,KRT31,0,375,
6251,7681,MKRN3,0,160,
6765,8487,GEMIN2,0,182,
3182,3885,KRT34,0,268,
4209,5189,PEX1,1,11,4.0
4210,5190,PEX6,1,10,3.0
4211,5191,PEX7,0,25,
4212,5192,PEX10,1,22,9.0
4213,5193,PEX12,1,4,3964.0
4214,5194,PEX13,1,11,6997.0
4215,5195,PEX14,1,74,1.0
9846,90993,CREB3L1,0,156,
5243,203068,TUBB,0,361,
6780,8504,PEX3,1,10,3311.0
8830,10928,RALBP1,0,75,
4223,5204,PFDN5,0,185,
1472,1778,DYNC1H1,0,194,
17003,57082,KNL1,0,40,
277,338,APOB,0,69,
2693,3293,HSD17B3,0,32,
5254,6472,SHMT2,0,455,
4545,5589,PRKCSH,0,57,
1160,1387,CREBBP,0,400,
137,162,AP1B1,0,93,
138,163,AP2B1,0,127,
6283,1289,COL5A1,0,25,
5772,7067,THRA,0,110,
2703,3303,HSPA1A,0,353,
5017,6189,RPS3A,0,395,
3729,4609,MYC,0,583,
1170,1398,CRK,0,377,
6023,7360,UGP2,0,55,
7317,9146,HGS,0,355,
1687,2033,EP300,0,547,
3224,3931,LCAT,1,16,14176.0
2714,3315,HSPB1,0,435,
12443,5828,PEX2,1,13,15.0
2718,3320,HSP90AA1,0,900,
3231,3938,LCT,0,16,
4464,5500,PPP1CB,0,253,
2210,2717,GLA,1,18,4962.0
2212,2720,GLB1,0,35,
16378,23439,ATP1B4,0,44,
10406,79571,GCC1,0,87,
301,367,AR,0,301,
3758,4642,MYO1D,0,32,
21167,64772,ENGASE,0,11,
176,215,ABCD1,0,24,
8881,10987,COPS5,0,828,
18098,25959,KANK2,0,190,
7348,9183,ZW10,0,47,
7349,9184,BUB3,1,77,17.0
21174,64781,CERK,0,54,
8376,10382,TUBB4A,0,103,
14964,54490,UGT2B28,0,21,
8893,11001,SLC27A2,0,43,
7165,8945,BTRC,0,353,
1653,1994,ELAVL1,0,1866,
3267,3981,LIG4,0,135,
1221,1457,CSNK2A1,0,615,
3270,3984,LIMK1,0,55,
14024,52563,,0,45,
716,6575,SLC20A2,1,5,251.0
13514,51744,CD244,0,28,
8395,10403,NDC80,0,94,
4300,5295,PIK3R1,0,307,
1741,2099,ESR1,0,789,
7374,9213,XPR1,1,27,1.0
719,857,CAV1,0,220,
7376,9215,LARGE1,1,3,1752.0
3704,4582,MUC1,0,43,
7379,9218,VAPA,0,224,
8918,11030,RBPMS,0,240,
6359,7846,TUBA1A,0,399,
4312,5308,PITX2,1,55,9387.0
3801,4690,NCK1,0,267,
16090,23129,PLXND1,1,4,7339.0
5766,7059,THBS3,0,66,
2270,2799,GNS,0,40,
8415,10425,ARIH2,0,75,
7888,9815,GIT2,0,57,
20194,128240,NAXE,0,18,
16100,55907,CMAS,0,38,
2789,3423,IDS,0,46,
2790,3425,IDUA,1,6,6919.0
20201,29945,ANAPC4,0,63,
6378,7874,USP7,0,313,
3307,4035,LRP1,0,89,
7039,8799,PEX11B,1,8,17697.0
4333,5329,PLAUR,0,113,
3311,4040,LRP6,0,42,
3313,135114,HINT3,0,4,
20210,29954,POMT2,1,10,10192.0
4339,5335,PLCG1,0,279,
6388,55930,MYO5C,0,96,
9001,11130,ZWINT,0,95,
14072,3313,HSPA9,0,264,
7930,9861,PSMD6,0,122,
1275,67052,,0,51,
4349,5347,PLK1,0,268,
17006,57085,AGTRAP,0,121,
18731,2218,FKTN,1,2,11231.0
20757,64062,RBM26,0,55,
13061,83987,CCDC8,0,547,
6406,7923,HSD17B8,0,39,
263,324,APC,0,301,
8968,11091,WDR5,0,226,
6760,8480,RAE1,0,130,
4362,5360,PLTP,0,29,
7783,9702,CEP57,1,125,3499.0
268,329,BIRC2,0,142,
10509,145226,RDH12,0,28,
1294,1543,CYP1A1,0,92,
1295,1544,CYP1A2,0,30,
1296,1545,CYP1B1,1,31,5030.0
274,335,APOA1,1,102,14.0
8467,10482,NXF1,0,1153,
1301,1557,CYP2C19,0,29,
3862,4759,NEU2,0,23,
16663,23790,,0,146,
3353,4087,SMAD2,0,394,
3354,4088,SMAD3,0,417,
796,949,SCARB1,0,22,
16157,23197,FAF2,0,192,
287,351,APP,0,2132,
1312,1572,CYP2F1,0,28,
2849,3500,IGHG1,0,88,
2338,2885,GRB2,0,1081,
2694,3294,HSD17B2,0,26,
2854,3507,IGHM,0,42,
15656,55346,TCP11L1,0,29,
11561,68183,,0,34,
1322,1586,CYP17A1,0,37,
2695,3295,HSD17B4,0,72,
3884,4790,NFKB1,0,277,
12589,116173,CMTM5,0,87,
8495,10516,FBLN5,0,13,
6792,8517,IKBKG,1,465,1959.0
1330,1595,CYP51A1,0,48,
4745,5830,PEX5,1,100,10.0
7480,9349,RPL23,0,396,
1337,67139,,0,84,
8279,23556,PIGN,1,7,6487.0
827,983,CDK1,0,415,
316,387,RHOA,0,185,
5949,7277,TUBA4A,0,215,
4416,5437,POLR2H,0,98,
4747,5832,ALDH18A1,1,60,6.0
4868,5980,REV3L,1,12,105.0
275,336,APOA2,0,23,
840,996,CDC27,0,129,
4972,6135,RPL11,0,384,
9547,12235,,0,53,
9548,12236,,0,43,
5858,7161,TP73,0,138,
1359,1627,DBN1,0,234,
5432,6667,SP1,0,441,
