Node ID,Protein ID,Protein Name,Disease Node,Degree
25,30,,0,54
45,51,,0,51
176,215,,0,24
186,225,,0,6
711,847,,0,66
988,1173,,0,229
1572,1891,,0,75
1605,1938,,0,292
1620,1956,,0,926
1626,1962,,0,113
1653,1994,,0,1866
2338,2885,,0,1081
2472,3032,,0,103
2500,3065,,0,611
2599,3184,,0,342
2695,3295,,1,72
2783,3417,,0,59
3561,4343,,0,1178
3571,4358,,0,48
3862,4759,,0,23
3986,4914,,0,1965
4209,5189,,1,11
4210,5190,,1,10
4211,5191,,0,25
4212,5192,,1,22
4213,5193,,1,4
4214,5194,,1,11
4215,5195,,1,74
4739,5824,,1,123
4740,5825,,1,72
4745,5830,,1,100
5143,6342,,0,42
5766,7059,,0,66
6147,7514,,0,1256
6251,7681,,0,160
6627,8309,,0,15
6730,8443,,0,19
6780,8504,,1,10
6814,8540,,0,27
7039,8799,,1,8
7379,9218,,0,224
7531,9409,,1,6
8467,10482,,0,1153
8805,10901,,0,15
8893,11001,,0,43
12443,5828,,1,13
12885,51024,,0,27
13061,83987,,0,547
13135,51300,,0,55
13185,84129,,0,53
15877,55670,,1,6
16157,23197,,0,192
17323,57520,,0,291
