Node ID,Protein ID,Protein Name,Disease Node,Degree
20,25,,0,389
174,213,,0,200
287,351,,0,2132
594,713,,1,23
596,715,,0,13
598,717,,0,8
599,718,,1,49
600,719,,0,3
601,720,,1,23
607,727,,1,14
611,731,,1,4
612,732,,1,4
613,733,,0,3
615,735,,1,5
644,775,,1,25
768,916,,1,38
771,919,,0,47
795,948,,1,20
799,952,,0,9
812,966,,0,35
820,974,,0,19
1004,1191,,0,123
1142,1369,,0,8
1151,1378,,0,11
1210,1445,,0,87
1401,1675,,1,7
1482,1789,,1,78
1943,2335,,0,792
2059,2534,,0,410
2338,2885,,0,1081
2510,3075,,1,22
2791,3426,,0,4
3005,3684,,0,27
3037,3718,,0,94
3225,3932,,0,256
3243,3953,,1,26
4300,5295,,0,307
4446,8547,,1,2
4711,5788,,0,84
4728,5806,,0,9
5247,6464,,0,277
5469,6714,,0,525
5764,7057,,0,54
6078,7428,,0,466
6166,7535,,1,71
6741,8454,,0,763
6977,8726,,0,483
10407,284161,,0,27
16031,55832,,0,700
16354,23411,,0,261
18270,26191,,0,25
18764,27040,,0,58
18880,27202,,0,3
20025,57724,,1,2
