Node ID,Protein ID,Protein Name,Disease Node,Degree,LCI
13760,84866,TMEM25,0,77,
5634,6901,TAZ,0,92,
2436,2990,GUSB,1,20,1.0
3717,4597,MVD,0,47,
7179,8972,MGAM,0,10,
4205,5184,PEPD,0,42,
146,175,AGA,1,13,91.0
3861,4758,NEU1,1,29,5.0
2070,2548,GAA,0,32,
20889,129807,NEU4,0,25,
18332,26270,FBXO6,0,622,
3231,3938,LCT,0,16,
2212,2720,GLB1,0,35,
18854,27163,NAAA,0,50,
15402,55061,SUSD4,0,41,
21167,64772,ENGASE,0,11,
3254,3965,LGALS9,0,74,
14905,54414,SIAE,0,50,
2107,2588,GALNS,0,27,
4925,6059,ABCE1,0,243,
704,840,CASP7,0,86,
2113,2595,GANC,0,10,
3781,4669,NAGLU,1,14,3.0
2508,3073,HEXA,0,49,
2509,3074,HEXB,0,46,
7379,9218,VAPA,0,224,
340,411,ARSB,1,15,3.0
3862,4759,NEU2,0,23,
2136,2629,GBA,0,52,
2270,2799,GNS,1,40,7.0
4449,5476,CTSA,1,53,2.0
3387,4125,MAN2B1,1,21,28.0
16100,55907,CMAS,0,38,
2789,3423,IDS,1,46,4.0
2790,3425,IDUA,1,6,1.0
4333,5329,PLAUR,0,113,
5232,6448,SGSH,1,12,19.0
7011,2517,FUCA1,1,11,196.0
2046,2519,FUCA2,0,21,
