Node ID,Protein ID,Protein Name,Disease Node,Degree,Comp_rnorm_cnorm
59,70,ACTC1,1,65,5248.0
645,776,CACNA1D,1,4,11310.0
687,823,CAPN1,0,110,
971,1146,CHRNG,1,17,11830.0
1346,1612,DAPK1,0,63,
2346,2893,GRIA4,1,24,10622.0
2714,3315,HSPB1,0,435,
3178,3881,KRT31,0,375,
3204,3908,LAMA2,1,9,2381.0
3221,3927,LASP1,0,145,
3758,4642,MYO1D,1,32,18881.0
4131,5095,PCCA,1,19,13122.0
4524,5566,PRKACA,0,420,
4537,5581,PRKCE,0,175,
4664,5728,PTEN,0,246,
4724,5801,PTPRR,1,11,8330.0
4820,5923,RASGRF1,1,24,13918.0
4945,6096,RORB,1,21,5692.0
5469,6714,SRC,0,525,
5487,6733,SRPK2,0,460,
6160,7529,YWHAB,0,398,
6165,7534,YWHAZ,0,662,
7064,8826,IQGAP1,0,284,
7083,8848,TSC22D1,0,171,
7536,9414,TJP2,1,69,4266.0
7986,9924,PAN2,0,343,
8867,10971,YWHAQ,0,464,
9059,56479,KCNQ5,1,11,11133.0
10517,79698,ZMAT4,1,12,9148.0
11294,375791,CYSRT1,0,568,
13061,83987,CCDC8,0,547,
13355,51547,SIRT7,0,666,
15111,54715,RBFOX1,1,50,10494.0
15824,317761,C14orf39,1,3,4806.0
15949,55748,CNDP2,1,46,5569.0
18299,386682,KRTAP10-3,0,478,
19254,388336,SHISA6,1,15,14362.0
19865,57369,GJD2,1,1,20536.0
20251,30011,SH3KBP1,0,292,
