Node ID,Protein ID,Protein Name,Disease Node,Degree,Comp_rnorm_cnorm
51,58,ACTA1,0,200,
52,59,ACTA2,0,95,
53,60,ACTB,0,466,
65,81,ACTN4,0,153,
67,87,ACTN1,0,164,
68,88,ACTN2,1,105,15017.0
69,89,ACTN3,0,59,
129,154,ADRB2,0,276,
174,213,ALB,0,200,
287,351,APP,0,2132,
356,65970,,0,129,
561,672,BRCA1,0,609,
669,801,CALM1,0,524,
673,808,CALM3,0,132,
687,823,CAPN1,0,110,
694,830,CAPZA2,0,270,
700,836,CASP3,0,183,
721,859,CAV3,1,21,342.0
861,1017,CDK2,0,892,
1180,1410,CRYAB,1,115,13.0
1359,1627,DBN1,0,234,
1400,1674,DES,1,77,179.0
1439,1739,DLG1,0,96,
1520,1829,DSG2,1,49,2376.0
1620,1956,EGFR,0,926,
1653,1994,ELAVL1,0,1866,
1689,2035,EPB41,0,148,
1927,2316,FLNA,0,359,
2171,2670,GFAP,0,110,
2338,2885,GRB2,0,1081,
2714,3315,HSPB1,0,435,
2715,3316,HSPB2,0,123,
2861,3516,RBPJ,0,149,
3046,3728,JUP,0,147,
3071,3757,KCNH2,0,31,
3216,3920,LAMP2,1,44,441.0
3694,4565,MT-TI,1,1,57.0
3727,4607,MYBPC3,1,17,10838.0
3738,4619,MYH1,0,29,
3739,4620,MYH2,0,19,
3741,4622,MYH4,0,15,
3742,4624,MYH6,1,32,1192.0
3743,4625,MYH7,1,38,163.0
3744,4626,MYH8,0,9,
3745,4627,MYH9,0,343,
3749,4633,MYL2,1,9,586.0
3750,4634,MYL3,1,8,92.0
3767,4653,MYOC,0,46,
3814,4703,NEB,0,28,
3854,4747,NEFL,0,61,
3950,70405,,0,144,
4183,5156,PDGFRA,0,65,
4315,5311,PKD2,0,41,
4382,70928,,0,36,
4464,5500,PPP1CB,0,253,
4524,5566,PRKACA,0,420,
4534,5578,PRKCA,0,395,
4624,5684,PSMA3,0,301,
4644,5705,PSMC5,0,202,
4649,5710,PSMD4,0,202,
5134,6331,SCN5A,1,33,91.0
5253,399687,MYO18A,0,183,
5389,6622,SNCA,0,390,
5417,6652,SORD,0,66,
5432,6667,SP1,0,441,
5464,6709,SPTAN1,0,197,
5837,7134,TNNC1,0,15,
5840,7137,TNNI3,1,37,12.0
5841,7138,TNNT1,0,73,
5855,7157,TP53,0,1001,
5865,7168,TPM1,1,142,858.0
5866,7169,TPM2,0,103,
5867,7170,TPM3,0,151,
5868,7171,TPM4,0,92,
5945,7273,TTN,0,76,
6388,55930,MYO5C,0,96,
6475,8048,CSRP3,1,10,12.0
6741,8454,CUL1,0,763,
7030,8790,FPGT,0,10,
7064,8826,IQGAP1,0,284,
7986,9924,PAN2,0,343,
8046,9992,KCNE2,1,3,164.0
8439,1742,DLG4,0,129,
8867,10971,YWHAQ,0,464,
9173,11346,SYNPO,0,171,
9222,11461,,0,181,
9477,77579,,0,141,
10116,79036,KXD1,0,48,
10595,14251,,0,62,
10596,14252,,0,56,
10894,80179,MYO19,0,178,
11250,57158,JPH2,1,1,11181.0
12479,7135,TNNI1,0,17,
12600,17886,,0,192,
12619,17913,,0,134,
12766,50875,,0,89,
12939,51086,TNNI3K,0,9,
13284,51474,LIMA1,0,202,
13394,7139,TNNT2,1,11,45.0
13625,84665,MYPN,0,21,
13631,84675,TRIM55,0,92,
13632,84676,TRIM63,0,95,
14925,54443,ANLN,0,142,
14954,54477,PLEKHA5,0,85,
15150,22003,,0,97,
15870,55663,ZNF446,0,61,
16132,23171,GPD1L,1,23,12866.0
16275,23327,NEDD4L,0,192,
16330,23385,NCSTN,0,132,
16663,23790,,0,146,
17360,286940,,0,99,
17430,57644,MYH7B,0,33,
18203,91624,NEXN,1,40,57.0
18776,27063,ANKRD1,1,10,176.0
18871,27185,DISC1,0,209,
19957,127703,C1orf216,0,65,
20329,81493,SYNC,0,11,
21148,64750,SMURF2,0,187,
