Node ID,Protein ID,Protein Name,Disease Node,Degree,Comp_rnorm_cnorm
1,2,A2M,0,105,
20,25,ABL1,0,389,
29,34,ACADM,0,88,
51,58,ACTA1,0,200,
53,60,ACTB,0,466,
60,71,ACTG1,0,187,
65,81,ACTN4,0,153,
74,94,ACVRL1,0,22,
129,154,ADRB2,0,276,
152,183,AGT,1,27,5336.0
154,185,AGTR1,0,42,
155,186,AGTR2,0,12,
161,196,AHR,0,49,
168,207,AKT1,0,378,
174,213,ALB,1,200,1974.0
177,216,ALDH1A1,0,44,
178,217,ALDH2,0,80,
179,218,ALDH3A1,0,54,
180,219,ALDH1B1,0,83,
181,220,ALDH1A3,0,45,
182,221,ALDH3B1,0,77,
183,222,ALDH3B2,0,48,
184,223,ALDH9A1,0,58,
185,224,ALDH3A2,0,106,
237,292,SLC25A5,0,335,
241,301,ANXA1,0,169,
242,302,ANXA2,0,200,
249,309,ANXA6,0,107,
284,348,APOE,0,70,
287,351,APP,0,2132,
312,381,ARF5,0,47,
337,408,ARRB1,0,314,
355,433,ASGR2,0,95,
364,445,ASS1,0,92,
386,468,ATF4,0,89,
389,472,ATM,0,218,
393,476,ATP1A1,0,160,
394,477,ATP1A2,0,17,
395,478,ATP1A3,0,78,
400,483,ATP1B3,0,102,
413,498,ATP5F1A,0,213,
416,501,ALDH7A1,0,75,
418,506,ATP5F1B,0,158,
421,509,ATP5F1C,0,194,
425,513,ATP5F1D,0,41,
427,515,ATP5PB,0,100,
431,521,ATP5ME,0,47,
433,523,ATP6V1A,0,103,
448,539,ATP5PO,0,106,
464,558,AXL,1,30,21507.0
479,578,BAK1,0,36,
482,581,BAX,0,86,
516,624,BDKRB2,0,22,
540,651,BMP3,0,5,
561,672,BRCA1,0,609,
579,695,BTK,0,123,
588,706,TSPO,0,18,
669,801,CALM1,0,524,
672,805,CALM2,0,174,
711,847,CAT,0,66,
719,857,CAV1,0,220,
729,867,CBL,0,276,
747,891,CCNB1,0,161,
772,920,CD4,0,125,
807,960,CD44,0,100,
834,990,CDC6,0,58,
861,1017,CDK2,0,892,
863,1019,CDK4,0,203,
869,1025,CDK9,0,247,
972,1147,CHUK,0,219,
1022,1213,CLTC,0,355,
1065,1280,COL2A1,0,45,
1067,1282,COL4A1,1,37,833.0
1069,1284,COL4A2,0,44,
1096,1312,COMT,0,39,
1108,1327,COX4I1,0,67,
1121,1347,COX7A2,0,23,
1158,1385,CREB1,0,198,
1159,1386,ATF2,0,247,
1160,1387,CREBBP,0,400,
1170,1398,CRK,0,377,
1180,1410,CRYAB,0,115,
1197,1432,MAPK14,0,329,
1221,1457,CSNK2A1,0,615,
1224,1460,CSNK2B,0,305,
1259,1499,CTNNB1,0,395,
1290,1537,CYC1,0,146,
1335,1601,DAB2,0,106,
1350,1616,DAXX,0,218,
1365,1634,DCN,0,37,
1367,1636,ACE,1,10,1546.0
