Node ID,Protein ID,Protein Name,Disease Node,Degree,LCI
2048,2521,FUS,0,354,
1,2,A2M,0,105,
6147,7514,XPO1,0,1256,
4106,5066,PAM,0,27,
2059,2534,FYN,0,410,
4110,5071,PRKN,0,426,
6160,7529,YWHAB,0,398,
6162,7531,YWHAE,0,426,
6163,7532,YWHAG,0,542,
20,25,ABL1,0,389,
2069,2547,XRCC6,0,285,
2075,2554,GABRA1,0,14,
2078,2557,GABRA4,0,10,
2082,2561,GABRB2,0,22,
2083,2562,GABRB3,1,18,3760.0
9222,11461,,0,181,
4140,5105,PCK1,0,98,
4145,5111,PCNA,0,390,
53,60,ACTB,1,466,2076.0
2115,2597,GAPDH,0,304,
18513,26580,BSCL2,1,58,4819.0
86,108,ADCY2,0,27,
4183,5156,PDGFRA,0,65,
2136,2629,GBA,0,52,
4185,5159,PDGFRB,1,111,14028.0
117,142,PARP1,0,286,
131,156,GRK2,0,101,
4236,5217,PFN2,0,51,
4256,5245,PHB,0,356,
18594,26747,NUFIP1,0,97,
168,207,AKT1,0,378,
8372,10376,TUBA1B,0,125,
2240,2768,GNA12,0,43,
4295,5290,PIK3CA,0,82,
2249,2778,GNAS,1,98,3783.0
4300,5295,PIK3R1,0,307,
4301,5296,PIK3R2,0,144,
6359,7846,TUBA1A,0,399,
16607,23710,GABARAPL1,0,118,
4333,5329,PLAUR,0,113,
241,301,ANXA1,0,169,
242,302,ANXA2,0,200,
4339,5335,PLCG1,0,279,
4341,5337,PLD1,0,54,
8440,10454,TAB1,0,172,
10489,79666,PLEKHF2,0,127,
250,310,ANXA7,0,142,
273,334,APLP2,0,45,
8467,10482,NXF1,0,1153,
287,351,APP,0,2132,
2338,2885,GRB2,0,1081,
2340,2887,GRB10,0,62,
2341,2888,GRB14,0,25,
3283,4000,LMNA,0,258,
301,367,AR,0,301,
303,369,ARAF,0,104,
2355,2902,GRIN1,0,67,
2359,2906,GRIN2D,0,37,
4409,5430,POLR2A,0,345,
4416,5437,POLR2H,0,98,
4420,5441,POLR2L,0,96,
2382,2932,GSK3B,0,362,
337,408,ARRB1,0,314,
338,409,ARRB2,0,366,
339,410,ARSA,1,32,1670.0
6484,8065,CUL5,0,482,
8547,10574,CCT7,0,189,
8549,10576,CCT2,0,217,
2410,2961,GTF2E2,0,63,
2411,2962,GTF2F1,0,122,
2414,2965,GTF2H1,0,93,
4463,5499,PPP1CA,0,356,
370,1106,CHD2,1,20,11774.0
389,472,ATM,0,218,
8583,10611,PDLIM5,0,56,
394,477,ATP1A2,1,17,14459.0
395,478,ATP1A3,1,78,1489.0
2458,3014,H2AFX,0,307,
18852,27161,AGO2,0,140,
4524,5566,PRKACA,0,420,
433,523,ATP6V1A,0,103,
4530,5573,PRKAR1A,1,123,564.0
4534,5578,PRKCA,0,395,
8632,10668,CGRRF1,0,29,
4538,5582,PRKCG,1,155,775.0
4547,5591,PRKDC,0,312,
2500,3065,HDAC1,0,611,
453,545,ATR,0,134,
4550,5594,MAPK1,0,402,
4553,5597,MAPK6,0,282,
4558,5602,MAPK10,1,107,3485.0
6619,8295,TRRAP,0,125,
482,581,BAX,0,86,
2534,3105,HLA-A,0,104,
2535,3106,HLA-B,0,333,
10733,79959,CEP76,0,204,
496,596,BCL2,0,136,
498,598,BCL2L1,0,112,
4606,5660,PSAP,1,55,1796.0
16900,56949,XAB2,0,193,
4182,5155,PDGFB,1,27,3096.0
8713,10776,ARPP19,0,10,
6666,8350,HIST1H3A,0,309,
2571,3150,HMGN1,0,41,
6669,8353,HIST1H3E,0,240,
12816,50940,PDE11A,1,20,6629.0
88,111,ADCY5,0,42,
8722,10787,NCKAP1,0,44,
89,112,ADCY6,0,33,
2594,3178,HNRNPA1,0,701,
2598,3183,HNRNPC,0,386,
6701,8398,PLA2G6,1,15,6058.0
2606,3192,HNRNPU,0,691,
561,672,BRCA1,0,609,
8763,10849,CD3EAP,0,44,
8768,10856,RUVBL2,0,367,
6728,8440,NCK2,0,184,
590,708,C1QBP,0,235,
6737,8450,CUL4B,0,382,
10834,51816,ADA2,1,1,16154.0
6739,8452,CUL3,0,1228,
6740,8453,CUL2,0,507,
6741,8454,CUL1,0,763,
4694,5770,PTPN1,0,142,
4705,5782,PTPN12,0,78,
4710,5787,PTPRB,0,44,
4711,5788,PTPRC,0,84,
4719,5796,PTPRK,0,109,
2695,3295,HSD17B4,0,72,
2703,3303,HSPA1A,0,353,
2708,3308,HSPA4,0,366,
2712,3312,HSPA8,0,600,
2714,3315,HSPB1,0,435,
2715,3316,HSPB2,0,123,
669,801,CALM1,0,524,
2718,3320,HSP90AA1,0,900,
4769,5868,RAB5A,0,122,
2722,3326,HSP90AB1,0,543,
8867,10971,YWHAQ,0,464,
2724,3329,HSPD1,0,379,
2728,3337,DNAJB1,0,105,
8875,10980,COPS6,0,321,
6828,8554,PIAS1,0,191,
685,821,CANX,0,208,
8879,10985,GCN1,0,234,
8881,10987,COPS5,0,828,
4789,5888,RAD51,0,146,
4794,5893,RAD52,0,58,
4795,5894,RAF1,0,209,
716,6575,SLC20A2,1,5,260.0
719,857,CAV1,0,220,
721,859,CAV3,0,21,
6867,8607,RUVBL1,0,279,
729,867,CBL,0,276,
13019,83939,EIF2A,0,111,
13037,51191,HERC5,0,101,
752,898,CCNE1,0,83,
8954,11073,TOPBP1,0,64,
6910,8655,DYNLL1,0,294,
772,920,CD4,0,125,
13061,83987,CCDC8,0,547,
4870,5982,RFC2,0,94,
4874,5987,TRIM27,0,464,
4884,5997,RGS2,0,64,
821,975,CD81,0,219,
827,983,CDK1,0,415,
2884,3554,IL1R1,0,29,
21332,130574,LYPD6,0,30,
4956,6117,RPA1,0,494,
4957,6118,RPA2,0,471,
4958,6119,RPA3,0,399,
9055,11190,CEP250,0,242,
864,1020,CDK5,0,163,
866,1022,CDK7,0,138,
869,1025,CDK9,0,247,
870,1026,CDKN1A,0,312,
4967,6129,RPL7,0,365,
4968,6130,RPL7A,0,334,
873,1029,CDKN2A,0,183,
4972,6135,RPL11,0,384,
2938,3611,ILK,0,254,
13200,51377,UCHL5,0,219,
915,1080,CFTR,0,324,
5018,6191,RPS4X,0,360,
5027,6201,RPS7,0,358,
5028,6202,RPS8,0,448,
9125,11277,TREX1,1,20,614.0
5033,6207,RPS13,0,350,
7084,8850,KAT2B,0,206,
2989,3667,IRS1,0,122,
5045,6224,RPS20,0,259,
3009,3689,ITGB2,0,88,
7109,8878,SQSTM1,0,246,
9160,11333,PDAP1,0,20,
17363,155871,,0,312,
9172,11345,GABARAPL2,0,159,
9173,11346,SYNPO,0,171,
