Node ID,Protein ID,Protein Name,Disease Node,Degree,LCI
6147,7514,XPO1,0,1256,
6150,7517,XRCC3,0,143,
11784,81847,RNF146,0,42,
1546,1856,DVL2,0,141,
2059,2534,FYN,0,410,
4110,5071,PRKN,0,426,
6160,7529,YWHAB,0,398,
4184,5158,PDE6B,1,22,4947.0
19,24,ABCA4,1,1,3.0
20,25,ABL1,0,389,
6165,7534,YWHAZ,0,662,
1046,1258,CNGB1,0,5,
4119,5080,PAX6,1,156,482.0
16408,220082,SPERT,0,109,
2598,3183,HNRNPC,0,386,
1065,1280,COL2A1,0,45,
1067,1282,COL4A1,0,37,
44,50,ACO2,1,36,96.0
10286,24144,TFIP11,0,382,
5423,6658,SOX3,0,7,
16435,23503,ZFYVE26,1,37,376.0
3957,4881,NPR1,0,37,
10296,24148,PRPF6,1,220,19637.0
3167,3866,KRT15,0,154,
7741,9657,IQCB1,0,213,
3083,3769,KCNJ13,1,2,274.0
4534,5578,PRKCA,0,395,
7753,9670,IPO13,0,42,
4170,5143,PDE4C,0,25,
4172,5145,PDE6A,0,22,
4173,5146,PDE6C,1,19,364.0
4174,5147,PDE6D,0,52,
4176,5149,PDE6H,1,24,489.0
13393,51594,NBAS,1,15,9705.0
85,107,ADCY1,0,26,
86,108,ADCY2,0,27,
87,109,ADCY3,0,33,
88,111,ADCY5,0,42,
89,112,ADCY6,0,33,
90,113,ADCY7,0,28,
91,114,ADCY8,0,28,
92,115,ADCY9,0,33,
5727,7018,TF,0,68,
5734,7025,NR2F1,1,49,1638.0
2156,2652,OPN1MW,1,2,772.0
16496,23568,ARL2BP,1,12,720.0
5236,6452,SH3BP2,1,34,180.0
1653,1994,ELAVL1,0,1866,
13431,117178,SSX2IP,0,248,
5752,7045,TGFBI,1,12,5853.0
4477,5515,PPP2CA,0,262,
5243,203068,TUBB,0,361,
1148,1375,CPT1B,0,21,
14978,54507,ADAMTSL4,0,258,
647,778,CACNA1F,1,2,13275.0
16011,55811,ADCY10,0,26,
3729,4609,MYC,0,583,
2708,3308,HSPA4,0,366,
7317,9146,HGS,0,355,
16534,23612,PHLDA3,0,98,
1687,2033,EP300,0,547,
2712,3312,HSPA8,0,600,
20633,4308,TRPM1,1,3,32.0
12954,23524,SRRM2,0,330,
669,801,CALM1,0,524,
16034,55835,CENPJ,0,151,
12963,83878,USHBP1,0,232,
6820,8546,AP3B1,1,63,13375.0
221,196883,ADCY4,0,28,
4780,5879,RAC1,0,269,
18098,25959,KANK2,0,190,
8393,10401,PIAS3,0,69,
7352,9187,SLC24A1,1,8,9297.0
8377,10383,TUBB4B,0,154,
4795,5894,RAF1,0,209,
18109,25974,MMACHC,1,2,16702.0
2421,2974,GUCY1B2,0,24,
4803,5903,RANBP2,0,182,
1221,1457,CSNK2A1,0,615,
3782,4670,HNRNPM,0,400,
