Node ID,Protein ID,Protein Name,Disease Node,Degree,Comp_rnorm_cnorm
16388,23450,SF3B3,0,489,
16389,23451,SF3B1,0,446,
6151,7518,XRCC4,1,45,1256.0
6153,7520,XRCC5,0,233,
4110,5071,PRKN,0,426,
6159,7528,YY1,0,172,
16404,23468,CBX5,0,198,
6165,7534,YWHAZ,0,662,
4118,5079,PAX5,0,56,
2073,2551,GABPA,0,39,
16410,23476,BRD4,0,76,
1371,1642,DDB1,0,382,
6180,6720,SREBF1,0,72,
10286,24144,TFIP11,0,382,
4144,5110,PCMT1,0,115,
4145,5111,PCNA,0,390,
4787,5886,RAD23A,0,265,
52,59,ACTA2,0,95,
53,60,ACTB,0,466,
14393,151648,SGO1,0,54,
4162,5134,PDCD2,0,38,
2115,2597,GAPDH,0,304,
16453,23521,RPL13A,0,273,
8267,10250,SRRM1,0,277,
3426,4171,MCM2,0,918,
2130,2623,GATA1,0,109,
2131,2624,GATA2,0,63,
3428,4173,MCM4,0,164,
2140,2634,GBP2,0,33,
10334,67849,,0,19,
8288,10274,STAG1,0,41,
2152,2648,KAT2A,0,135,
6251,7681,MKRN3,0,160,
20589,3213,HOXB3,0,3,
2408,2959,GTF2B,0,148,
117,142,PARP1,0,286,
12412,2249,FGF4,0,5,
2069,2547,XRCC6,0,285,
129,154,ADRB2,0,276,
6278,171568,POLR3H,0,22,
18582,91833,WDR20,0,29,
8347,10342,TFG,0,175,
4253,5241,PGR,0,81,
4256,5245,PHB,0,356,
168,207,AKT1,0,378,
18601,20843,,0,14,
8364,10365,KLF2,0,10,
2222,2737,GLI3,0,29,
8368,10370,CITED2,0,22,
3784,4673,NAP1L1,0,237,
18613,53615,MBD3,0,144,
16580,1879,EBF1,0,14,
3446,4193,MDM2,0,470,
20679,63922,CHTF18,0,27,
8393,10401,PIAS3,0,69,
13687,4961464,,0,7,
4300,5295,PIK3R1,0,307,
6359,7846,TUBA1A,0,399,
4319,5315,PKM,0,194,
2272,2801,GOLGA2,0,455,
2276,2805,GOT1,0,80,
8421,10432,RBM14,0,117,
2278,5929,RBBP5,0,114,
10472,79648,MCPH1,0,32,
4329,5325,PLAGL1,0,13,
6378,7874,USP7,0,313,
12525,50511,SYCP3,0,6,
16624,23741,EID1,0,27,
242,302,ANXA2,0,200,
4339,5335,PLCG1,0,279,
20730,96764,TGS1,0,33,
4349,5347,PLK1,0,268,
6398,7913,DEK,0,83,
6401,7917,BAG6,0,302,
263,324,APC,0,301,
265,326,AIRE,0,94,
4987,6155,RPL27,0,231,
4371,5371,PML,0,237,
2327,2869,GRK5,0,183,
4376,5378,PMS1,0,57,
18713,26959,HBP1,0,32,
2331,2874,GPS2,0,101,
8477,10492,SYNCRIP,0,459,
2338,2885,GRB2,0,1081,
8483,10498,CARM1,0,96,
8484,10499,NCOA2,0,103,
6444,7994,KAT6A,0,50,
301,367,AR,0,301,
3464,4217,MAP3K5,0,103,
8500,10521,DDX17,0,290,
8503,10524,KAT5,0,265,
313,382,ARF6,0,143,
4411,5432,POLR2C,0,122,
4413,5434,POLR2E,0,126,
8510,10533,ATG7,0,52,
4416,5437,POLR2H,0,98,
18753,27023,FOXB1,0,133,
4420,5441,POLR2L,0,96,
10566,79753,SNIP1,0,98,
8467,10482,NXF1,0,1153,
18767,27043,PELP1,0,178,
337,408,ARRB1,0,314,
338,409,ARRB2,0,366,
16727,286053,NSMCE2,0,32,
6489,8074,FGF23,0,4,
4442,5468,PPARG,0,167,
10640,79840,NHEJ1,0,12,
2405,2956,MSH6,0,87,
6503,8092,ALX1,0,18,
8552,10579,TACC2,0,28,
2409,2960,GTF2E1,0,82,
2411,2962,GTF2F1,0,122,
364,445,ASS1,0,92,
2416,2967,GTF2H3,0,46,
2451,3007,HIST1H1D,0,137,
8565,10592,SMC2,0,84,
2422,2975,GTF3C1,0,189,
14716,2254,FGF9,0,6,
4477,5515,PPP2CA,0,262,
4478,5516,PPP2CB,0,158,
385,467,ATF3,0,63,
386,468,ATF4,0,89,
389,472,ATM,0,218,
18824,27127,SMC1B,0,6,
6543,8175,SF3A2,0,234,
8592,10621,POLR3F,0,43,
8594,10623,POLR3C,0,65,
4499,5538,PPT1,0,37,
2458,3014,H2AFX,0,307,
2461,3018,HIST1H2BB,0,59,
6560,8202,NCOA3,0,134,
