Node ID,Protein ID,Protein Name,Disease Node,Degree,LCI
2048,2521,,0,354,
6147,7514,,0,1256,
16388,23450,,0,489,
16389,23451,,0,446,
6153,7520,,0,233,
2059,2534,,0,410,
2060,2535,,0,12,
4110,5071,,0,426,
6162,7531,,0,426,
6163,7532,,0,542,
6164,7533,,0,343,
2069,2547,,0,285,
2070,2548,,1,32,1783.0
20505,653361,,0,49,
4127,5091,,0,61,
20827,162461,,0,15,
16422,56257,,0,186,
8234,10213,,0,120,
4145,5111,,0,390,
51,58,,0,200,
52,59,,0,95,
53,60,,1,466,1347.0
12342,17344,,0,4,
2107,2588,,0,27,
16444,23512,,0,338,
16445,23513,,0,60,
65,81,,0,153,
66,86,,0,155,
2115,2597,,0,304,
16453,23521,,0,273,
4166,5139,,0,51,
17324,57521,,0,88,
4450,5478,,0,116,
8270,10253,,0,130,
6225,6732,,0,349,
2130,2623,,1,109,7414.0
2131,2624,,0,63,
14,19,,0,54,
4185,5159,,0,111,
4186,5160,,0,58,
8287,10273,,0,258,
18530,26608,,1,136,2817.0
4795,5894,,0,209,
4196,5170,,0,108,
4209,5189,,1,11,1896.0
117,142,,0,286,
16404,23468,,0,198,
2171,2670,,0,110,
6165,7534,,0,662,
129,154,,0,276,
12418,2919,,0,14,
141,166,,0,301,
146,175,,1,13,1008.0
149,178,,0,56,
16534,23612,,0,98,
8347,10342,,0,175,
4256,5245,,0,356,
161,196,,0,49,
4259,5250,,0,311,
2212,2720,,0,35,
10406,79571,,0,87,
168,207,,1,378,14076.0
169,208,,0,129,
6322,7791,,0,97,
8372,10376,,0,125,
18613,53615,,0,144,
8377,10383,,0,154,
187,226,,0,141,
2240,2768,,0,43,
2242,2770,,0,107,
2243,2771,,0,209,
4295,5290,,1,82,718.0
2248,2776,,0,89,
4298,5293,,0,25,
4299,5294,,0,39,
4300,5295,,0,307,
4301,5296,,0,144,
14546,3481,,1,23,9397.0
6359,7846,,0,399,
6361,7849,,1,28,8124.0
1371,1642,,0,382,
2270,2799,,0,40,
4319,5315,,0,194,
2272,2801,,0,455,
8421,10432,,0,117,
16616,154796,,0,133,
6378,7874,,0,313,
8427,10438,,0,19,
6380,7879,,0,182,
4333,5329,,0,113,
5501,6749,,0,284,
241,301,,0,169,
242,302,,0,200,
