Node ID,Protein ID,Protein Name,Disease Node,Degree,Comp_rnorm_cnorm
3072,3758,KCNJ1,1,12,4511.0
6147,7514,XPO1,0,1256,
16389,23451,SF3B1,0,446,
8620,10653,SPINT2,0,102,
6666,8350,HIST1H3A,0,309,
21518,5443,POMC,1,23,4297.0
19061,15505,,0,18,
2069,2547,XRCC6,0,285,
5893,7203,CCT3,0,241,
13355,51547,SIRT7,0,666,
2606,3192,HNRNPU,0,691,
5679,6950,TCP1,0,289,
4145,5111,PCNA,0,390,
7219,9031,BAZ1B,1,66,5443.0
13364,84324,SARNP,0,48,
19806,389524,GTF2IRD2B,0,4,
12342,17344,,0,4,
1591,1915,EEF1A1,0,613,
7775,9694,EMC2,0,111,
16444,23512,SUZ12,0,338,
4675,5741,PTH,1,10,327.0
4679,5745,PTH1R,1,67,3717.0
7243,9063,PIAS2,0,204,
6739,8452,CUL3,0,1228,
13402,51604,PIGT,1,12,6371.0
8287,10273,STUB1,0,258,
18530,26608,TBL2,1,136,601.0
4199,5174,PDZK1,0,37,
13939,150684,COMMD1,0,63,
1653,1994,ELAVL1,0,1866,
129,154,ADRB2,0,276,
1158,1385,CREB1,0,198,
137,162,AP1B1,0,93,
3729,4609,MYC,0,583,
2708,3308,HSPA4,0,366,
16534,23612,PHLDA3,0,98,
2712,3312,HSPA8,0,600,
2500,3065,HDAC1,0,611,
12954,23524,SRRM2,0,330,
5787,7082,TJP1,0,140,
669,801,CALM1,0,524,
2718,3320,HSP90AA1,0,900,
16031,55832,CAND1,0,700,
4769,5868,RAB5A,0,122,
2722,3326,HSP90AB1,0,543,
18085,25942,SIN3A,0,254,
1197,1432,MAPK14,0,329,
3248,3958,LGALS3,0,189,
8881,10987,COPS5,0,828,
2239,2767,GNA11,1,50,1076.0
3270,3984,LIMK1,1,55,3815.0
204,249,ALPL,1,7,14349.0
1741,2099,ESR1,0,789,
2253,2782,GNB1,0,105,
3283,4000,LMNA,0,258,
5339,6569,SLC34A1,1,11,2222.0
5855,7157,TP53,0,1001,
2793,3428,IFI16,0,394,
746,890,CCNA2,0,140,
16107,55914,ERBIN,0,99,
5367,6599,SMARCC1,0,203,
7928,9859,CEP170,0,180,
4859,5970,RELA,0,419,
8958,11077,HSF2BP,0,279,
6401,7917,BAG6,0,302,
13061,83987,CCDC8,0,547,
4870,5982,RFC2,1,94,1387.0
1665,2006,ELN,1,25,11283.0
8493,10514,MYBBP1A,0,253,
3353,4087,SMAD2,0,394,
3354,4088,SMAD3,0,417,
1308,6557,SLC12A1,1,3,27.0
8477,10492,SYNCRIP,0,459,
18206,26092,TOR1AIP1,0,56,
287,351,APP,0,2132,
800,66489,,0,248,
561,672,BRCA1,0,609,
3884,4790,NFKB1,0,277,
3885,4791,NFKB2,0,194,
18227,26123,TCTN3,0,317,
4916,6045,RNF2,0,756,
13622,84661,DPY30,0,86,
4409,5430,POLR2A,0,345,
7482,9351,SLC9A3R2,0,67,
6459,8022,LHX3,0,79,
6977,8726,EED,0,483,
4000,4929,NR4A2,0,33,
1350,1616,DAXX,0,218,
7496,9368,SLC9A3R1,0,110,
13667,3198,HOXA1,0,268,
710,846,CASR,1,17,4585.0
337,408,ARRB1,0,314,
8025,9968,MED12,0,94,
4956,6117,RPA1,0,494,
861,1017,CDK2,0,892,
4958,6119,RPA3,0,399,
827,983,CDK1,0,415,
356,65970,,0,129,
4966,6128,RPL6,0,408,
872,1028,CDKN1C,1,22,5840.0
5994,7329,UBE2I,0,502,
4971,6134,RPL10,0,448,
16241,23291,FBXW11,0,403,
2418,2969,GTF2I,1,149,6930.0
9961,56086,,0,62,
7402,9247,GCM2,1,33,9231.0
4990,6158,RPL28,0,245,
4479,5518,PPP2R1A,0,298,
389,472,ATM,0,218,
4957,6118,RPA2,0,471,
3467,4221,MEN1,1,73,3611.0
3470,4224,MEP1A,0,23,
911,1072,CFL1,0,166,
8081,10036,CHAF1A,0,120,
3986,4914,NTRK1,0,1965,
915,1080,CFTR,1,324,318.0
951,66661,,0,208,
5469,6714,SRC,0,525,
18332,26270,FBXO6,0,622,
6048,7391,USF1,0,88,
7077,8841,HDAC3,0,238,
5981,7316,UBC,0,1647,
4520,5562,PRKAA1,0,181,
5033,6207,RPS13,0,350,
1963,854327,,0,2,
4524,5566,PRKACA,0,420,
4017,4952,OCRL,1,33,7546.0
4530,5573,PRKAR1A,0,123,
6068,7415,VCP,0,610,
4534,5578,PRKCA,0,395,
4535,5579,PRKCB,0,202,
4536,5580,PRKCD,0,234,
4537,5581,PRKCE,0,175,
4538,5582,PRKCG,0,155,
4539,5583,PRKCH,0,121,
4540,5584,PRKCI,0,179,
4544,5588,PRKCQ,0,138,
449,540,ATP7B,1,15,15361.0
4546,5590,PRKCZ,0,229,
4547,5591,PRKDC,0,312,
4548,5592,PRKG1,0,65,
2501,3066,HDAC2,0,387,
8646,10686,CLDN16,1,3,15179.0
4551,5595,MAPK3,0,349,
17363,155871,,0,312,
2519,3084,NRG1,0,96,
6105,7461,CLIP2,1,11,12028.0
7648,1591,CYP24A1,1,2,17600.0
999,1184,CLCN5,1,9,17062.0
1004,1191,CLU,0,123,
7666,9569,GTF2IRD1,1,25,2649.0
12875,51013,EXOSC1,0,64,
