Node ID,Protein ID,Protein Name,Disease Node,Degree,Comp_rnorm_cnorm
2048,2521,FUS,0,354,
1,2,A2M,0,105,
6147,7514,XPO1,0,1256,
6153,7520,XRCC5,0,233,
2059,2534,FYN,0,410,
6160,7529,YWHAB,0,398,
6162,7531,YWHAE,0,426,
6163,7532,YWHAG,0,542,
8212,10189,ALYREF,0,252,
2069,2547,XRCC6,0,285,
6166,7535,ZAP70,0,71,
6167,7536,SF1,0,265,
8228,10207,PATJ,0,76,
3421,4162,MCAM,1,17,16927.0
4144,5110,PCMT1,0,115,
53,60,ACTB,0,466,
60,71,ACTG1,0,187,
8254,10236,HNRNPR,0,273,
4161,5133,PDCD1,1,33,9151.0
2115,2597,GAPDH,0,304,
16453,23521,RPL13A,0,273,
4185,5159,PDGFRB,0,111,
20,25,ABL1,0,389,
6165,7534,YWHAZ,0,662,
129,154,ADRB2,0,276,
4801,5901,RAN,0,253,
2186,2690,GHR,0,55,
16530,23607,CD2AP,0,118,
4259,5250,SLC25A3,0,311,
5832,7128,TNFAIP3,1,88,1318.0
6331,7804,LRP8,0,39,
2762,3383,ICAM1,1,159,370.0
8391,10399,RACK1,0,286,
4300,5295,PIK3R1,0,307,
4301,5296,PIK3R2,0,144,
8409,10419,PRMT5,0,360,
719,857,CAV1,0,220,
4319,5315,PKM,0,194,
237,292,SLC25A5,0,335,
238,293,SLC25A6,0,207,
8439,1742,DLG4,0,129,
251,311,ANXA11,0,52,
6403,7919,DDX39B,0,225,
6405,7922,SLC39A7,0,37,
268,329,BIRC2,0,142,
269,330,BIRC3,0,87,
8467,10482,NXF1,0,1153,
8473,10488,CREB3,0,283,
284,348,APOE,1,70,1423.0
3802,4691,NCL,0,438,
287,351,APP,0,2132,
2338,2885,GRB2,0,1081,
18728,26986,PABPC1,0,504,
18733,26994,RNF11,0,104,
16691,56616,DIABLO,0,54,
8500,10521,DDX17,0,290,
8505,10526,IPO8,0,96,
8516,10539,GLRX3,0,116,
8518,10541,ANP32B,0,59,
9081,11224,RPL35,0,277,
8547,10574,CCT7,0,189,
8548,10575,CCT4,0,188,
8549,10576,CCT2,0,217,
4463,5499,PPP1CA,0,356,
17811,4261,CIITA,1,34,1237.0
8567,10594,PRPF8,0,294,
65,81,ACTN4,0,153,
393,476,ATP1A1,0,160,
398,481,ATP1B1,0,78,
2450,3006,HIST1H1C,0,88,
2451,3007,HIST1H1D,0,137,
2452,3008,HIST1H1E,0,52,
413,498,ATP5F1A,0,213,
2461,3018,HIST1H2BB,0,59,
4534,5578,PRKCA,0,395,
4535,5579,PRKCB,0,202,
4536,5580,PRKCD,0,234,
4537,5581,PRKCE,0,175,
4538,5582,PRKCG,0,155,
4539,5583,PRKCH,0,121,
4540,5584,PRKCI,0,179,
4544,5588,PRKCQ,0,138,
4546,5590,PRKCZ,0,229,
4547,5591,PRKDC,0,312,
5878,7182,NR2C2,0,55,
4550,5594,MAPK1,0,402,
4551,5595,MAPK3,0,349,
8654,10694,CCT8,0,181,
6614,8290,HIST3H3,0,254,
6618,8294,HIST1H4I,0,63,
4859,5970,RELA,0,419,
2537,3108,HLA-DMA,0,9,
491,590,BCHE,1,5,16815.0
2542,3113,HLA-DPA1,0,87,
2543,3115,HLA-DPB1,1,32,2304.0
2546,3119,HLA-DQB1,1,4,3856.0
2548,3122,HLA-DRA,1,47,3387.0
766,914,CD2,0,22,
2550,3125,HLA-DRB3,0,17,
2552,3127,HLA-DRB5,0,14,
529,639,PRDM1,0,29,
6675,8359,HIST1H4A,0,181,
6676,8360,HIST1H4D,0,56,
6677,8361,HIST1H4F,0,104,
6678,8362,HIST1H4K,0,56,
6679,8363,HIST1H4J,0,58,
6680,8364,HIST1H4C,0,55,
6681,8365,HIST1H4H,0,59,
6682,8366,HIST1H4B,0,55,
6683,8367,HIST1H4E,0,61,
6684,8368,HIST1H4L,0,57,
8733,10802,SEC24A,0,57,
6686,8370,HIST2H4A,0,84,
2814,3454,IFNAR1,0,30,
2594,3178,HNRNPA1,0,701,
2596,3181,HNRNPA2B1,0,333,
2598,3183,HNRNPC,0,386,
2599,3184,HNRNPD,0,342,
2601,3187,HNRNPH1,0,359,
2603,3189,HNRNPH3,0,100,
2604,3190,HNRNPK,0,367,
2605,3191,HNRNPL,0,222,
2606,3192,HNRNPU,0,691,
4662,5725,PTBP1,0,161,
8768,10856,RUVBL2,0,367,
6727,8439,NSMAF,0,30,
4681,5747,PTK2,0,200,
4694,5770,PTPN1,0,142,
4704,5781,PTPN11,0,175,
4711,5788,PTPRC,1,84,9167.0
4730,5813,PURA,0,38,
8835,10935,PRDX3,0,86,
4744,5829,PXN,0,151,
2701,3301,DNAJA1,0,175,
8847,10949,HNRNPA0,0,101,
2705,3305,HSPA1L,0,163,
6805,8531,YBX3,0,100,
2712,3312,HSPA8,0,600,
2714,3315,HSPB1,0,435,
669,801,CALM1,0,524,
2718,3320,HSP90AA1,0,900,
2722,3326,HSP90AB1,0,543,
2724,3329,HSPD1,0,379,
17064,220988,HNRNPA3,0,190,
4780,5879,RAC1,0,269,
8879,10985,GCN1,0,234,
8881,10987,COPS5,0,828,
705,841,CASP8,0,196,
17098,57187,THOC2,0,221,
4815,5917,RARS,0,62,
6867,8607,RUVBL1,0,279,
729,867,CBL,0,276,
730,868,CBLB,1,81,107.0
19163,100133941,CD24,1,3,505.0
5586,6850,SYK,0,140,
4855,5966,REL,0,389,
760,908,CCT6A,0,190,
6907,8651,SOCS1,0,76,
8958,11077,HSF2BP,0,279,
2815,3455,IFNAR2,0,21,
2816,3456,IFNB1,1,18,396.0
772,920,CD4,0,125,
6917,8662,EIF3B,0,140,
775,923,CD6,1,7,42.0
4874,5987,TRIM27,0,464,
6923,8668,EIF3I,0,164,
2890,3561,IL2RG,0,40,
782,931,MS4A1,0,23,
8977,11100,HNRNPUL1,0,171,
787,940,CD28,0,22,
8980,11103,KRR1,0,139,
6936,8683,SRSF9,0,195,
796,949,SCARB1,0,22,
6164,7533,YWHAH,0,343,
805,958,CD40,1,60,466.0
807,960,CD44,0,100,
811,965,CD58,1,10,3768.0
818,972,CD74,0,51,
827,983,CDK1,0,415,
2881,3551,IKBKB,0,224,
2883,3553,IL1B,1,25,608.0
2888,3559,IL2RA,1,29,15552.0
6986,8737,RIPK1,0,100,
6989,8740,TNFSF14,1,29,8554.0
6916,8661,EIF3A,0,133,
2903,3574,IL7,1,4,6182.0
2904,3575,IL7R,1,104,313.0
7010,8767,RIPK2,0,92,
4963,6124,RPL4,0,326,
4964,6125,RPL5,0,282,
7013,8772,FADD,0,87,
