Node ID,Protein ID,Protein Name,Disease Node,Degree
341,412,,0,25
916,1081,,0,12
917,1082,,1,6
1004,1191,,0,123
1294,1543,,0,92
1295,1544,,0,30
1296,1545,,0,31
1301,1557,,0,29
1312,1572,,0,28
1322,1586,,1,37
1330,1595,,0,48
2027,2488,,1,5
2267,2796,,1,7
2269,2798,,1,10
2338,2885,,0,1081
2692,3292,,0,28
2693,3293,,0,32
2694,3294,,0,26
3242,3952,,1,12
3243,3953,,1,26
3260,3972,,1,7
3261,3973,,0,18
3880,4782,,0,42
4403,5424,,1,91
4571,5617,,1,7
4718,5795,,0,54
5432,6667,,0,441
5469,6714,,0,525
5470,6715,,0,22
5471,6716,,0,21
5523,6774,,0,292
5601,6866,,1,12
5605,6870,,1,4
5729,7020,,0,98
6406,7923,,0,39
9131,11283,,0,29
10378,51478,,0,33
11075,1588,,1,30
17869,9737,,0,49
