Node ID,Protein ID,Protein Name,Disease Node,Degree,LCI
8195,10165,SLC25A13,0,96,
16388,23450,SF3B3,0,489,
16389,23451,SF3B1,0,446,
8202,10174,SORBS3,0,156,
13,18,ABAT,0,46,
14,19,ABCA1,0,54,
8211,10188,TNK2,0,94,
20,25,ABL1,0,389,
22,27,ABL2,0,52,
8217,10196,PRMT3,0,45,
26,31,ACACA,0,84,
8221,10200,MPHOSPH6,0,42,
31,36,ACADSB,0,47,
33,38,ACAT1,0,80,
44,50,ACO2,0,36,
51,58,ACTA1,0,200,
52,59,ACTA2,0,95,
53,60,ACTB,0,466,
8246,10226,PLIN3,0,84,
59,70,ACTC1,0,65,
60,71,ACTG1,0,187,
8254,10236,HNRNPR,0,273,
8256,10238,DCAF7,0,62,
65,81,ACTN4,0,153,
66,86,ACTL6A,0,155,
16369,23429,RYBP,0,63,
16452,56288,PARD3,0,86,
8267,10250,SRRM1,0,277,
16460,23528,ZNF281,0,56,
82,103,ADAR,0,75,
8287,10273,STUB1,0,258,
8290,10277,UBE4B,0,79,
8296,10284,SAP18,0,149,
105,128,ADH5,0,42,
8301,10289,EIF1B,0,171,
8306,10294,DNAJA2,0,114,
117,142,PARP1,0,286,
8212,10189,ALYREF,0,252,
129,154,ADRB2,0,276,
8328,10319,LAMC3,0,22,
137,162,AP1B1,0,93,
138,163,AP2B1,0,127,
16523,23598,PATZ1,0,90,
16527,23603,CORO1C,0,103,
16530,23607,CD2AP,0,118,
16535,23613,ZMYND8,0,56,
154,185,AGTR1,0,42,
8347,10342,TFG,0,175,
8218,10197,PSME3,0,195,
161,196,AHR,1,49,16516.0
16550,23632,CA14,0,44,
16551,23633,KPNA6,0,81,
168,207,AKT1,0,378,
169,208,AKT2,0,129,
8364,10365,KLF2,0,10,
174,213,ALB,1,200,455.0
8368,10370,CITED2,0,22,
178,217,ALDH2,0,80,
16564,23646,PLD3,0,27,
8375,10381,TUBB3,0,121,
8376,10382,TUBB4A,0,103,
185,224,ALDH3A2,0,106,
187,226,ALDOA,1,141,4739.0
188,55655,NLRP2,0,36,
190,230,ALDOC,0,94,
191,231,AKR1B1,0,63,
195,238,ALK,1,98,4.0
16580,1879,EBF1,0,14,
8389,10397,NDRG1,0,110,
8390,10398,MYL9,0,30,
8391,10399,RACK1,0,286,
16584,23673,STX12,0,98,
8393,10401,PIAS3,0,69,
16587,23677,SH3BP4,0,39,
210,259,AMBP,0,20,
8403,10413,YAP1,0,137,
8409,10419,PRMT5,0,360,
220,274,BIN1,0,70,
8415,10425,ARIH2,0,75,
237,292,SLC25A5,0,335,
238,293,SLC25A6,0,207,
8432,10445,MCRS1,0,145,
241,301,ANXA1,1,169,71.0
242,302,ANXA2,0,200,
8435,10449,ACAA2,0,55,
8437,10451,VAV3,0,24,
248,308,ANXA5,1,45,6014.0
249,309,ANXA6,0,107,
16637,23760,PITPNB,0,27,
261,322,APBB1,0,95,
16647,23770,FKBP8,0,104,
265,326,AIRE,0,94,
8459,10474,TADA3,0,80,
8461,10476,ATP5PD,1,47,578.0
8465,10480,EIF3M,0,106,
274,335,APOA1,1,102,4702.0
8467,10482,NXF1,0,1153,
16663,23790,,0,146,
281,345,APOC3,0,11,
8475,10490,VTI1B,0,79,
8477,10492,SYNCRIP,0,459,
287,351,APP,0,2132,
290,355,FAS,0,121,
8483,10498,CARM1,0,96,
8484,10499,NCOA2,0,103,
8493,10514,MYBBP1A,0,253,
303,369,ARAF,0,104,
8500,10521,DDX17,0,290,
310,378,ARF4,0,48,
8503,10524,KAT5,0,265,
8504,10525,HYOU1,0,80,
313,382,ARF6,0,143,
8506,10527,IPO7,0,94,
8507,10528,NOP56,0,256,
316,387,RHOA,0,185,
319,390,RND3,0,14,
321,392,ARHGAP1,0,48,
325,396,ARHGDIA,0,100,
8518,10541,ANP32B,0,59,
329,400,ARL1,0,24,
334,405,ARNT,0,60,
335,406,ARNTL,0,38,
337,408,ARRB1,0,314,
338,409,ARRB2,0,366,
8531,10558,SPTLC1,0,32,
8547,10574,CCT7,0,189,
8548,10575,CCT4,0,188,
8549,10576,CCT2,0,217,
8552,10579,TACC2,0,28,
16444,23512,SUZ12,0,338,
364,445,ASS1,0,92,
8565,10592,SMC2,0,84,
18016,25852,ARMC8,0,32,
8571,10598,AHSA1,0,167,
384,466,ATF1,0,40,
385,467,ATF3,0,63,
386,468,ATF4,0,89,
8579,10607,TBL3,0,63,
388,471,ATIC,0,75,
389,472,ATM,0,218,
8583,10611,PDLIM5,0,56,
393,476,ATP1A1,0,160,
8586,10614,HEXIM1,0,64,
398,481,ATP1B1,0,78,
8595,10625,IVNS1ABP,0,75,
8599,10629,TAF6L,0,38,
8602,10632,ATP5MG,0,68,
413,498,ATP5F1A,0,213,
418,506,ATP5F1B,0,158,
8611,10642,IGF2BP1,0,256,
8612,10643,IGF2BP3,0,293,
421,509,ATP5F1C,0,194,
427,515,ATP5PB,0,100,
8623,10657,KHDRBS1,0,191,
432,522,ATP5PF,0,54,
8627,10661,KLF1,0,22,
439,529,ATP6V1E1,0,67,
453,545,ATR,0,134,
16845,56888,KCMF1,0,61,
8654,10694,CCT8,0,181,
472,571,BACH1,0,51,
473,572,BAD,0,70,
16859,56902,PNO1,0,62,
481,580,BARD1,0,282,
8674,10728,PTGES3,0,110,
16872,56916,SMARCAD1,0,126,
496,596,BCL2,0,136,
502,602,BCL3,0,52,
503,604,BCL6,0,158,
509,613,BCR,0,97,
16896,56945,MRPS22,0,211,
16908,56957,OTUD7B,0,34,
530,640,BLK,0,77,
531,641,BLM,0,100,
537,648,BMI1,0,399,
549,660,BMX,0,32,
8742,10813,UTP14A,0,106,
8747,10818,FRS2,0,34,
16941,57003,CCDC47,0,43,
561,672,BRCA1,0,609,
562,673,BRAF,1,63,832.0
8758,10844,TUBGCP2,0,86,
8761,10847,SRCAP,0,73,
8762,10848,PPP1R13L,0,29,
16957,24253,,0,49,
574,688,KLF5,1,62,144.0
8768,10856,RUVBL2,0,367,
579,695,BTK,0,123,
2828,3476,IGBP1,0,132,
590,708,C1QBP,0,235,
591,710,SERPING1,0,15,
4196,5170,PDPK1,0,108,
16988,57062,DDX24,0,132,
8797,10891,PPARGC1A,0,75,
16994,548593,SLX1A,0,51,
8806,10902,BRD8,0,46,
17004,55809,TRERF1,0,11,
8818,10914,PAPOLA,0,53,
8819,10915,TCERG1,0,199,
