Node ID,Protein ID,Protein Name,Disease Node,Degree
25,30,ACAA1,0,54
29,34,ACADM,0,88
30,35,ACADS,0,38
31,36,ACADSB,0,47
45,51,ACOX1,0,51
117,142,PARP1,0,286
141,166,AES,0,301
149,178,AGL,0,56
287,351,APP,0,2132
301,367,AR,0,301
385,467,ATF3,0,63
403,488,ATP2A2,0,84
496,596,BCL2,1,136
523,633,BGN,0,17
561,672,BRCA1,0,609
672,805,CALM2,0,174
705,841,CASP8,0,196
711,847,CAT,1,66
723,861,RUNX1,0,102
861,1017,CDK2,0,892
863,1019,CDK4,0,203
869,1025,CDK9,0,247
892,1051,CEBPB,0,123
893,1052,CEBPD,0,30
972,1147,CHUK,0,219
1004,1191,CLU,0,123
1065,1280,COL2A1,0,45
1066,1281,COL3A1,1,18
1079,1294,COL7A1,0,27
1159,1386,ATF2,0,247
1160,1387,CREBBP,0,400
1197,1432,MAPK14,0,329
1221,1457,CSNK2A1,0,615
1223,1459,CSNK2A2,0,341
1365,1634,DCN,0,37
1383,1654,DDX3X,0,379
1622,1958,EGR1,0,57
1626,1962,EHHADH,0,113
1683,2027,ENO3,0,52
1687,2033,EP300,0,547
1741,2099,ESR1,0,789
1751,2113,ETS1,0,127
1927,2316,FLNA,0,359
1957,2353,FOS,0,259
2152,2648,KAT2A,0,135
2222,2737,GLI3,0,29
2333,2876,GPX1,0,34
2334,2877,GPX2,0,23
2335,2878,GPX3,0,21
2336,2879,GPX4,0,53
2361,2908,NR3C1,0,242
2382,2932,GSK3B,0,362
2500,3065,HDAC1,0,611
2524,3091,HIF1A,0,182
2582,3164,NR4A1,0,134
2599,3184,HNRNPD,0,342
2695,3295,HSD17B4,0,72
2703,3303,HSPA1A,0,353
2708,3308,HSPA4,0,366
2712,3312,HSPA8,0,600
2718,3320,HSP90AA1,0,900
2727,3336,HSPE1,0,137
2817,3458,IFNG,0,11
2881,3551,IKBKB,0,224
2898,3569,IL6,1,14
2989,3667,IRS1,0,122
2991,3670,ISL1,0,28
3006,3685,ITGAV,0,69
3043,3725,JUN,0,408
3354,4088,SMAD3,1,417
3355,4089,SMAD4,0,302
3422,4163,MCC,0,306
3447,4194,MDM4,0,78
3467,4221,MEN1,0,73
3469,4223,MEOX2,0,687
3534,4312,MMP1,0,25
3535,4313,MMP2,1,42
3539,4318,MMP9,0,39
3544,4323,MMP14,0,38
3547,4326,MMP17,0,3
3566,4353,MPO,1,12
3729,4609,MYC,0,583
3767,4653,MYOC,0,46
3886,4792,NFKBIA,0,212
3934,4851,NOTCH1,0,211
3986,4914,NTRK1,0,1965
4095,5052,PRDX1,0,154
4305,5300,PIN1,0,309
4344,5340,PLG,0,68
4371,5371,PML,0,237
4428,5451,POU2F1,0,107
4440,5465,PPARA,0,83
4442,5468,PPARG,0,167
4477,5515,PPP2CA,0,262
4524,5566,PRKACA,0,420
4534,5578,PRKCA,0,395
4550,5594,MAPK1,0,402
