Node ID,Protein ID,Protein Name,Disease Node,Degree,LCI
6761,8481,,0,274,
12163,8292,,1,4,13.0
5383,6616,,1,48,5184.0
6792,8517,,0,465,
15498,55172,,0,68,
6167,7536,,0,265,
3469,4223,,0,687,
19087,4593,,1,6,3.0
17752,26088,,0,66,
3986,4914,,0,1965,
2708,3308,,0,366,
15893,22919,,0,177,
11926,114823,,0,74,
1943,2335,,0,792,
2712,3312,,0,600,
3354,4088,,0,417,
18332,26270,,0,622,
2718,3320,,0,900,
287,351,,0,2132,
4641,5701,,0,162,
2338,2885,,0,1081,
16292,23345,,0,176,
2085,2564,,0,41,
4647,5708,,0,250,
4648,5709,,0,180,
4521,5563,,0,171,
13355,51547,,0,666,
4524,5566,,0,420,
1456,1759,,0,101,
5937,7265,,0,93,
1714,2060,,0,161,
11294,375791,,0,568,
4534,5578,,0,395,
3513,4287,,0,103,
5535,6786,,1,27,6703.0
959,1134,,1,4,13239.0
8768,10856,,0,367,
6081,7431,,0,391,
11714,81704,,0,41,
3467,4221,,1,73,10095.0
708,844,,1,1,13266.0
965,1140,,1,2,2844.0
1478,1785,,1,137,1729.0
1441,1741,,0,86,
3784,4673,,0,237,
969,1144,,1,3,1.0
970,1145,,1,1,1.0
4811,5913,,1,9,9.0
2722,3326,,0,543,
8270,10253,,0,130,
7633,9531,,1,493,41.0
8547,10574,,0,189,
5015,6187,,0,424,
21446,65264,,0,51,
20827,162461,,0,15,
18780,27068,,0,36,
5469,6714,,0,525,
5982,7317,,0,163,
8287,10273,,0,258,
6162,7531,,0,426,
827,983,,0,415,
19688,553115,,0,60,
1897,2280,,0,70,
10433,79600,,0,104,
1170,1398,,0,377,
8558,10585,,1,16,6775.0
5747,7040,,1,110,6918.0
5237,6453,,0,138,
2166,2665,,0,61,
2039,6329,,1,10,20324.0
1620,1956,,0,926,
7231,9049,,1,46,5013.0
8814,10910,,0,89,
2174,2673,,1,79,3.0
8469,10484,,0,104,
