Node ID,Protein ID,Protein Name,Disease Node,Degree,Comp_rnorm_cnorm
1,2,A2M,0,105,
189,229,ALDOB,1,39,207.0
287,351,APP,0,2132,
597,716,C1S,1,10,8897.0
810,963,CD53,0,22,
892,1051,CEBPB,0,123,
893,1052,CEBPD,0,30,
1026,1230,CCR1,0,32,
1028,1232,CCR3,0,22,
1030,1234,CCR5,0,49,
1034,1238,ACKR2,0,20,
1225,1462,VCAN,0,29,
1943,2335,FN1,0,792,
2057,2532,ACKR1,0,8,
2132,2625,GATA3,0,42,
2817,3458,IFNG,1,11,9647.0
2887,3558,IL2,1,27,60.0
2890,3561,IL2RG,0,40,
2894,3565,IL4,1,10,955.0
2895,3566,IL4R,0,24,
2896,3567,IL5,1,12,202.0
2898,3569,IL6,1,14,775.0
2915,3586,IL10,1,15,33.0
2917,3588,IL10RB,0,7,
2925,3596,IL13,1,6,91.0
2926,3597,IL13RA1,0,9,
2927,3598,IL13RA2,0,14,
2934,3606,IL18,1,10,11153.0
3043,3725,JUN,0,408,
3242,3952,LEP,1,12,727.0
3469,4223,MEOX2,0,687,
3539,4318,MMP9,0,39,
3870,4772,NFATC1,0,82,
4428,5451,POU2F1,0,107,
4429,5452,POU2F2,0,31,
4859,5970,RELA,0,419,
5148,6347,CCL2,1,31,13.0
5152,6352,CCL5,1,47,930.0
5432,6667,SP1,0,441,
5523,6774,STAT3,0,292,
5747,7040,TGFB1,1,110,23.0
10907,80199,FUZ,0,5,
11787,81850,KRTAP1-3,0,190,
12418,2919,CXCL1,1,14,81.0
12575,50616,IL22,1,5,146.0
13362,51554,ACKR4,0,11,
14833,3578,IL9,1,2,17498.0
18298,386681,KRTAP10-8,0,393,
