Node ID,Protein ID,Protein Name,Disease Node,Degree,LCI
8071,10020,GNE,0,73,
6792,8517,IKBKG,0,465,
10121,79042,TSEN34,0,17,
12951,51098,IFT52,1,4,14739.0
6032,7372,UMPS,1,47,1710.0
3986,4914,NTRK1,0,1965,
8467,10482,NXF1,0,1153,
14999,3998,LMAN1,0,70,
2073,2551,GABPA,0,39,
2718,3320,HSP90AA1,0,900,
17956,25782,RAB3GAP2,1,24,1.0
5285,22930,RAB3GAP1,1,29,1.0
4337,5333,PLCD1,1,55,1785.0
7208,9020,MAP3K14,0,154,
7723,9638,FEZ1,0,62,
20015,23765,IL17RA,1,7,37.0
7378,9217,VAPB,0,139,
6068,7415,VCP,0,610,
1079,1294,COL7A1,1,27,8712.0
9023,11156,PTP4A3,0,102,
15945,22976,PAXIP1,0,266,
15819,55612,FERMT1,1,8,16376.0
5586,6850,SYK,0,140,
7379,9218,VAPA,0,224,
1620,1956,EGFR,0,926,
2272,2801,GOLGA2,0,455,
5883,7187,TRAF3,0,140,
485,22933,SIRT2,0,64,
9768,373156,GSTK1,0,111,
3561,4343,MOV10,0,1178,
13549,84557,MAP1LC3A,0,122,
8817,10913,EDAR,1,14,56.0
5620,6885,MAP3K7,0,183,
7231,9049,AIP,1,46,7484.0
2933,3605,IL17A,0,12,
5881,7185,TRAF1,0,306,
5882,7186,TRAF2,0,509,
8699,10758,TRAF3IP2,1,42,1741.0
5884,7188,TRAF5,0,90,
5885,7189,TRAF6,0,552,
