Node ID,Protein ID,Protein Name,Disease Node,Degree,Comp_rnorm_cnorm
128,153,ADRB1,1,21,10817.0
6147,7514,XPO1,0,1256,
6148,7515,XRCC1,1,82,2776.0
1158,1385,CREB1,0,198,
267,328,APEX1,0,111,
1294,1543,CYP1A1,1,92,11745.0
1424,284276,LINC00908,1,2,11743.0
17429,254251,LCORL,1,5,19073.0
2714,3315,HSPB1,0,435,
15259,54901,CDKAL1,1,15,17916.0
161,196,AHR,1,49,3310.0
4423,5444,PON1,1,3,12835.0
4524,5566,PRKACA,0,420,
561,672,BRCA1,0,609,
4534,5578,PRKCA,0,395,
1221,1457,CSNK2A1,0,615,
1223,1459,CSNK2A2,0,341,
2512,3077,HFE,1,8,6622.0
3412,4153,MBL2,1,12,12456.0
4822,5925,RB1,0,257,
88,111,ADCY5,1,42,6708.0
4194,5168,ENPP2,1,17,9727.0
6502,8091,HMGA2,1,28,5227.0
4854,5965,RECQL,0,42,
4859,5970,RELA,0,419,
