Node ID,Protein ID,Protein Name,Disease Node,Degree,LCI
7809,9730,DCAF1,0,101,
6402,7918,GPANK1,0,68,
3844,4734,NEDD4,0,317,
6665,8349,HIST2H2BE,0,207,
5389,6622,SNCA,0,390,
2136,2629,GBA,1,52,6826.0
3986,4914,NTRK1,0,1965,
3267,3981,LIG4,1,135,2661.0
5525,6776,STAT5A,0,106,
12188,6023,RMRP,1,2,5441.0
2718,3320,HSP90AA1,0,900,
2594,3178,HNRNPA1,0,701,
1371,1642,DDB1,0,382,
8891,10999,SLC27A4,1,14,7435.0
4796,5896,RAG1,1,23,118.0
4797,5897,RAG2,1,7,83.0
4547,5591,PRKDC,0,312,
3140,3836,KPNA1,0,131,
2890,3561,IL2RG,1,40,242.0
2338,2885,GRB2,0,1081,
79,100,ADA,1,32,8004.0
2903,3574,IL7,0,4,
2904,3575,IL7R,1,104,121.0
729,867,CBL,0,276,
5850,7150,TOP1,0,279,
3035,3716,JAK1,0,116,
3037,3718,JAK3,0,94,
2399,2950,GSTP1,0,69,
3426,4171,MCM2,0,918,
15843,55636,CHD7,1,27,16884.0
2937,3609,ILF3,0,463,
5758,7051,TGM1,1,55,7407.0
3861,4758,NEU1,0,29,
