Node ID,Protein ID,Protein Name,Disease Node,Degree,Comp_rnorm_cnorm
20,25,ABL1,0,389,
37,163882,CNST,0,14,
151,182,JAG1,1,12,13872.0
166,204,AK2,1,51,7979.0
287,351,APP,0,2132,
518,627,BDNF,1,22,2346.0
645,776,CACNA1D,1,4,15123.0
1158,1385,CREB1,0,198,
1350,1616,DAXX,0,218,
1653,1994,ELAVL1,0,1866,
1687,2033,EP300,0,547,
1741,2099,ESR1,0,789,
1957,2353,FOS,0,259,
2059,2534,FYN,0,410,
2201,2706,GJB2,1,30,6626.0
2202,2707,GJB3,1,14,769.0
2338,2885,GRB2,0,1081,
2500,3065,HDAC1,0,611,
3044,3726,JUNB,0,66,
3355,4089,SMAD4,1,302,1080.0
3408,4149,MAX,0,154,
3512,4286,MITF,1,39,359.0
3683,4549,MT-RNR1,1,1,14289.0
3986,4914,NTRK1,0,1965,
4116,5077,PAX3,1,34,1950.0
4119,5080,PAX6,0,156,
4403,5424,POLD1,1,91,1262.0
4550,5594,MAPK1,0,402,
4916,6045,RNF2,0,756,
5428,6663,SOX10,0,39,
5469,6714,SRC,0,525,
5736,7027,TFDP1,0,50,
5738,7030,TFE3,0,54,
5994,7329,UBE2I,0,502,
6005,7341,SUMO1,0,258,
6147,7514,XPO1,0,1256,
6739,8452,CUL3,0,1228,
6828,8554,PIAS1,0,191,
7243,9063,PIAS2,0,204,
7317,9146,HGS,0,355,
7508,9381,OTOF,1,2,16011.0
8163,10131,TRAP1,0,117,
8287,10273,STUB1,0,258,
8393,10401,PIAS3,0,69,
8473,10488,CREB3,0,283,
8881,10987,COPS5,0,828,
11181,375611,SLC26A5,1,1,17339.0
13024,51176,LEF1,0,49,
19279,84947,SERAC1,1,3,12810.0
21420,65217,PCDH15,1,1,21483.0
