Node ID,Protein ID,Protein Name,Disease Node,Degree,LCI
2997,3676,ITGA4,0,529,
16388,23450,SF3B3,0,489,
4110,5071,PRKN,0,426,
4624,5684,PSMA3,0,301,
6165,7534,YWHAZ,0,662,
11294,375791,CYSRT1,0,568,
7712,9627,SNCAIP,1,31,3586.0
2594,3178,HNRNPA1,0,701,
3107,3798,KIF5A,1,38,8571.0
5980,7314,UBB,0,256,
861,1017,CDK2,0,892,
16435,23503,ZFYVE26,1,37,8318.0
53,60,ACTB,0,466,
1591,1915,EEF1A1,0,613,
16308,23363,OBSL1,0,619,
17982,25814,ATXN10,1,48,2000.0
6069,7416,VDAC1,0,227,
3136,3831,KLC1,0,77,
2115,2597,GAPDH,0,304,
3149,3846,KRTAP5-9,0,192,
5441,6683,SPAST,1,18,59.0
6739,8452,CUL3,0,1228,
1620,1956,EGFR,0,926,
2136,2629,GBA,0,52,
8287,10273,STUB1,0,258,
7789,9709,HERPUD1,0,29,
3182,3885,KRT34,0,268,
18543,387082,SUMO4,0,80,
1653,1994,ELAVL1,0,1866,
7801,9722,NOS1AP,0,37,
5243,203068,TUBB,0,361,
129,154,ADRB2,0,276,
1667,2010,EMD,0,225,
10886,112936,VPS26B,0,43,
8842,10944,C11orf58,0,50,
5259,6478,SIAH2,0,73,
2703,3303,HSPA1A,0,353,
15504,677770,SCARNA22,0,117,
3729,4609,MYC,0,583,
2708,3308,HSPA4,0,366,
13461,84445,LZTS2,0,267,
2712,3312,HSPA8,0,600,
2714,3315,HSPB1,0,435,
2718,3320,HSP90AA1,0,900,
17058,57142,RTN4,0,111,
8867,10971,YWHAQ,0,464,
2724,3329,HSPD1,1,379,891.0
18631,125115,KRT40,0,378,
174,213,ALB,0,200,
10928,14688,,0,15,
8881,10987,COPS5,0,828,
700,836,CASP3,0,183,
703,839,CASP6,0,51,
4801,5901,RAN,0,253,
195,238,ALK,0,98,
1221,1457,CSNK2A1,0,615,
12999,51150,SDF4,0,82,
16073,23111,SPART,0,40,
4305,5300,PIN1,0,309,
3283,4000,LMNA,0,258,
3284,4001,LMNB1,1,121,361.0
7893,9820,CUL7,0,649,
5258,6477,SIAH1,0,179,
6359,7846,TUBA1A,0,399,
5857,7159,TP53BP2,0,184,
7396,9240,PNMA1,0,171,
21401,51062,ATL1,1,5,8.0
13549,84557,MAP1LC3A,0,122,
4334,5330,PLCB2,0,58,
5365,6597,SMARCA4,0,269,
249,309,ANXA6,0,107,
4349,5347,PLK1,0,268,
13061,83987,CCDC8,0,547,
5389,6622,SNCA,1,390,2026.0
11028,14828,,0,5,
7961,9897,WASHC5,1,24,4444.0
15663,120892,LRRK2,0,154,
287,351,APP,0,2132,
4399,5414,SEPT4,0,23,
3210,3914,LAMB3,0,28,
5953,7283,TUBG1,0,255,
5444,6687,SPG7,1,48,11846.0
21322,65018,PINK1,0,64,
2382,2932,GSK3B,0,362,
19427,388677,NOTCH2NL,0,371,
4956,6117,RPA1,0,494,
5981,7316,UBC,0,1647,
4958,6119,RPA3,0,399,
863,1019,CDK4,0,203,
3426,4171,MCM2,0,918,
869,1025,CDK9,0,247,
4925,6059,ABCE1,0,243,
3441,4188,MDFI,0,439,
18293,386676,KRTAP10-9,0,223,
2937,3609,ILF3,0,463,
2938,3611,ILK,0,254,
18299,386682,KRTAP10-3,0,478,
19840,29115,SAP30BP,0,50,
6977,8726,EED,0,483,
13710,84790,TUBA1C,0,175,
3986,4914,NTRK1,0,1965,
1943,2335,FN1,0,792,
5529,6780,STAU1,0,324,
18332,26270,FBXO6,0,622,
4000,4929,NR4A2,1,33,9112.0
18339,26278,SACS,1,14,3970.0
18346,386675,KRTAP10-7,0,292,
17323,57520,HECW2,0,291,
6065,7412,VCAM1,0,446,
6068,7415,VCP,0,610,
7605,9500,MAGED1,0,177,
6070,7417,VDAC2,0,191,
4536,5580,PRKCD,0,234,
4537,5581,PRKCE,0,175,
6081,7431,VIM,0,391,
4553,5597,MAPK6,0,282,
5069,6252,RTN1,0,12,
5070,6253,RTN2,1,12,20699.0
5073,6257,RXRB,0,82,
4259,5250,SLC25A3,0,311,
482,581,BAX,0,86,
4579,5626,PROP1,0,367,
10745,145508,CEP128,0,278,
