Node ID,Protein ID,Protein Name,Disease Node,Degree,LCI
8193,10163,,0,43,
16388,23450,,0,489,
16389,23451,,0,446,
15020,54557,,0,182,
8202,10174,,0,156,
13,18,,0,46,
8211,10188,,0,94,
20,25,,0,389,
26,31,,0,84,
34,39,,0,67,
16419,56254,,0,83,
16422,56257,,0,186,
8231,10210,,0,58,
8233,10212,,0,84,
8234,10213,,0,120,
53,60,,1,466,13128.0
8246,10226,,0,84,
16444,23512,,0,338,
8254,10236,,0,273,
16449,23517,,0,252,
66,86,,0,155,
8259,10241,,0,202,
16453,23521,,0,273,
8265,10248,,0,31,
8267,10250,,0,277,
16461,23529,,1,5,3468.0
16465,23533,,0,11,
82,103,,0,75,
8277,10262,,0,248,
86,108,,0,27,
88,111,,0,42,
89,112,,0,33,
8283,10269,,1,29,794.0
8284,10270,,0,69,
8287,10273,,0,258,
16487,23557,,0,70,
8299,337967,,0,188,
8300,337968,,0,162,
16494,56334,,0,116,
8305,337973,,0,67,
117,142,,1,286,921.0
16404,23468,,0,198,
129,154,,0,276,
133,158,,0,66,
135,160,,0,121,
137,162,,0,93,
138,163,,0,127,
16527,23603,,0,103,
16530,23607,,0,118,
16534,23612,,0,98,
16410,23476,,0,76,
159,191,,0,85,
161,196,,0,49,
8358,50814,,1,20,100.0
168,207,,1,378,727.0
169,208,,0,129,
8362,10362,,0,86,
8372,10376,,0,125,
8375,10381,,0,121,
8377,10383,,0,154,
187,226,,0,141,
190,230,,0,94,
195,238,,0,98,
8391,10399,,0,286,
8393,10401,,0,69,
8403,10413,,0,137,
213,267,,0,113,
8409,10419,,0,360,
8411,10421,,0,194,
220,274,,1,70,421.0
8421,10432,,0,117,
16616,154796,,0,133,
237,292,,0,335,
238,293,,0,207,
8432,10445,,0,145,
242,302,,0,200,
250,310,,0,142,
262,323,,0,29,
263,324,,0,301,
265,326,,0,94,
8462,10477,,0,117,
273,334,,0,45,
8467,10482,,0,1153,
277,338,,0,69,
8477,10492,,0,459,
287,351,,0,2132,
8483,10498,,0,96,
293,358,,0,107,
16682,23834,,0,19,
301,367,,0,301,
303,369,,0,104,
306,373,,0,265,
8503,10524,,0,265,
8504,10525,,0,80,
313,382,,0,143,
16698,56637,,0,25,
8507,10528,,0,256,
16703,56648,,0,20,
321,392,,0,48,
334,405,,0,60,
337,408,,0,314,
338,409,,0,366,
339,410,,0,32,
340,411,,0,15,
8538,10565,,0,32,
350,427,,1,19,5187.0
8547,10574,,0,189,
356,65970,,0,129,
8549,10576,,0,217,
360,440,,0,82,
60,71,,0,187,
8556,23609,,0,20,
8567,10594,,0,294,
5525,6776,,0,106,
385,467,,0,63,
388,471,,0,75,
389,472,,0,218,
8583,10611,,0,56,
392,475,,0,18,
393,476,,0,160,
403,488,,0,84,
8597,10627,,0,66,
410,495,,0,87,
413,498,,0,213,
418,506,,0,158,
8611,10642,,0,256,
8612,10643,,0,293,
421,509,,0,194,
8620,10653,,0,102,
8623,10657,,0,191,
432,522,,0,54,
434,22931,,1,21,10310.0
435,525,,0,97,
8629,10664,,0,53,
8636,10672,,0,57,
447,538,,1,15,16431.0
8642,10682,,1,29,3479.0
453,545,,0,134,
8654,10694,,0,181,
8661,10713,,0,199,
473,572,,0,70,
16865,24140,,0,107,
482,581,,0,86,
485,22933,,0,64,
16872,56916,,0,126,
16877,56922,,0,22,
8689,253012,,0,34,
498,598,,0,112,
8702,10762,,0,99,
16900,56949,,0,193,
8709,10771,,0,61,
523,633,,1,17,13830.0
531,641,,0,100,
532,642,,0,61,
16473,23542,,0,94,
537,648,,0,399,
8738,10808,,0,99,
548,659,,0,79,
8744,10815,,1,40,19446.0
16476,23545,,1,22,4022.0
16941,57003,,0,43,
561,672,,0,609,
562,673,,0,63,
16479,23549,,0,33,
8768,10856,,0,367,
8775,10865,,0,116,
8778,10868,,0,83,
8779,10869,,0,72,
590,708,,0,235,
16975,155348,,0,124,
17006,57085,,0,121,
8819,10915,,0,199,
8821,10919,,0,160,
8822,10920,,0,55,
17022,89870,,0,44,
8833,10933,,0,132,
642,773,,0,100,
8854,10956,,0,70,
8860,10963,,0,162,
669,801,,0,524,
8867,10971,,0,464,
676,811,,0,158,
17064,220988,,0,190,
8875,10980,,0,321,
685,821,,0,208,
8881,10987,,0,828,
8883,10989,,0,271,
8886,10992,,0,370,
697,833,,0,42,
698,834,,0,63,
700,836,,0,183,
703,839,,0,51,
705,841,,0,196,
706,842,,0,60,
711,847,,0,66,
17096,89953,,0,65,
17098,57187,,0,221,
719,857,,0,220,
722,860,,1,63,689.0
8918,11030,,0,240,
8921,11034,,0,103,
730,868,,0,81,
732,871,,0,91,
20602,5164,,0,18,
735,875,,1,81,2621.0
8933,11051,,0,270,
8934,11052,,0,218,
746,890,,0,140,
747,891,,0,161,
8940,11059,,0,95,
8941,11060,,0,124,
752,898,,0,83,
8945,11064,,0,159,
754,900,,0,41,
760,908,,0,190,
17145,221092,,0,56,
770,21853,,0,25,
8968,11091,,0,226,
8977,11100,,0,171,
787,940,,0,22,
13785,84892,,0,13,
795,948,,0,20,
797,950,,1,21,1056.0
800,66489,,0,248,
807,960,,0,100,
9009,11140,,0,311,
