Node ID,Protein ID,Protein Name,Disease Node,Degree
53,60,,0,466
174,213,,0,200
287,351,,0,2132
669,801,,0,524
679,815,,0,167
709,845,,1,48
861,1017,,0,892
864,1020,,0,163
915,1080,,0,324
1439,1739,,0,96
1440,1740,,0,58
1441,1741,,0,86
1710,2056,,1,9
1927,2316,,0,359
2059,2534,,0,410
3073,3759,,1,20
3283,4000,,1,258
3930,4846,,1,79
4465,5501,,0,308
4524,5566,,0,420
4525,5567,,0,217
4526,5568,,0,158
4534,5578,,0,395
5077,6262,,1,33
5134,6331,,1,33
5180,6386,,0,332
5405,6640,,0,99
6068,7415,,0,610
7727,9643,,0,120
7893,9820,,0,649
8072,10021,,1,9
8228,10207,,0,76
8439,1742,,0,129
13061,83987,,0,547
13394,7139,,1,11
16308,23363,,0,619
18299,386682,,0,478
19906,4879,,1,15
