Node ID,Protein ID,Protein Name,Disease Node,Degree,Comp_rnorm_cnorm
13099,51259,TMEM216,0,244,
4745,5830,PEX5,0,100,
7563,9451,EIF2AK3,1,25,4445.0
6160,7529,YWHAB,0,398,
6163,7532,YWHAG,0,542,
3223,3930,LBR,1,48,3392.0
8473,10488,CREB3,0,283,
12954,23524,SRRM2,0,330,
4592,5644,PRSS1,1,28,8012.0
2338,2885,GRB2,0,1081,
4391,5406,PNLIP,1,12,10726.0
1706,2052,EPHX1,1,29,1324.0
12971,51119,SBDS,1,57,4552.0
7726,9641,IKBKE,0,392,
15793,55584,CHRNA9,0,69,
18227,26123,TCTN3,0,317,
16308,23363,OBSL1,0,619,
12980,51128,SAR1B,1,15,3724.0
5447,6690,SPINK1,1,6,13426.0
3274,3988,LIPA,1,1,18685.0
6225,6732,SRPK1,0,349,
471,570,BAAT,1,7,1150.0
5473,6718,AKR1D1,1,7,13597.0
17896,58477,SRPRB,0,148,
16618,23729,SHPK,1,5,12498.0
5487,6733,SRPK2,0,460,
7536,9414,TJP2,1,69,5078.0
1384,1655,DDX5,0,449,
4213,5193,PEX12,1,4,1387.0
13439,51651,PTRH2,1,26,10683.0
