Node ID,Protein ID,Protein Name,Disease Node,Degree,LCI
16900,56949,XAB2,0,193,
2571,3150,HMGN1,0,41,
20,25,ABL1,0,389,
2069,2547,XRCC6,0,285,
14875,54345,SOX18,1,4,9524.0
2594,3178,HNRNPA1,0,701,
6180,6720,SREBF1,0,72,
13355,51547,SIRT7,0,666,
2606,3192,HNRNPU,0,691,
861,1017,CDK2,0,892,
561,672,BRCA1,0,609,
7219,9031,BAZ1B,0,66,
17460,57680,CHD8,0,51,
53,60,ACTB,0,466,
7224,9040,UBE2M,0,136,
6068,7415,VCP,0,610,
8768,10856,RUVBL2,0,367,
3137,3832,KIF11,0,133,
6737,8450,CUL4B,0,382,
6738,8451,CUL4A,0,383,
1620,1956,EGFR,0,926,
15463,55131,RBM28,1,138,7512.0
4371,5371,PML,0,237,
117,142,PARP1,0,286,
5753,7046,TGFBR1,0,321,
1680,2023,ENO1,0,361,
15509,55183,RIF1,0,160,
6807,8533,COPS3,0,97,
16031,55832,CAND1,0,700,
5290,6514,SLC2A2,1,7,241.0
8875,10980,COPS6,0,321,
8881,10987,COPS5,0,828,
5747,7040,TGFB1,1,110,1053.0
12989,51138,COPS4,0,98,
1728,2074,ERCC6,1,55,128.0
3782,4670,HNRNPM,0,400,
1741,2099,ESR1,0,789,
719,857,CAV1,1,220,1394.0
3283,4000,LMNA,1,258,1185.0
7893,9820,CUL7,0,649,
4822,5925,RB1,0,257,
5850,7150,TOP1,0,279,
733,873,CBR1,0,52,
5855,7157,TP53,0,1001,
6378,7874,USP7,0,313,
1259,1499,CTNNB1,0,395,
237,292,SLC25A5,0,335,
3322,4052,LTBP1,0,20,
4348,5346,PLIN1,1,5,129.0
7944,9878,TOX4,0,53,
3544,4323,MMP14,0,38,
8467,10482,NXF1,0,1153,
2837,3486,IGFBP3,0,33,
3353,4087,SMAD2,0,394,
3354,4088,SMAD3,0,417,
3802,4691,NCL,0,438,
287,351,APP,0,2132,
2338,2885,GRB2,0,1081,
1830,2200,FBN1,1,24,2106.0
4145,5111,PCNA,0,390,
3884,4790,NFKB1,0,277,
8503,10524,KAT5,0,265,
5432,6667,SP1,0,441,
4409,5430,POLR2A,0,345,
8507,10528,NOP56,0,256,
6977,8726,EED,0,483,
7500,9372,ZFYVE9,0,52,
1365,1634,DCN,0,37,
4442,5468,PPARG,1,167,808.0
1371,1642,DDB1,0,382,
4956,6117,RPA1,0,494,
5981,7316,UBC,0,1647,
864,1020,CDK5,0,163,
1891,2271,FH,1,93,10712.0
869,1025,CDK9,0,247,
5994,7329,UBE2I,0,502,
4971,6134,RPL10,0,448,
4463,5499,PPP1CA,0,356,
4469,5506,PPP1R3A,1,52,1849.0
3446,4193,MDM2,0,470,
5495,6742,SSBP1,0,103,
2938,3611,ILK,0,254,
3453,4204,MECP2,0,66,
1927,2316,FLNA,0,359,
1687,2033,EP300,0,547,
3986,4914,NTRK1,0,1965,
1943,2335,FN1,0,792,
2459,3015,H2AFZ,0,72,
18332,26270,FBXO6,0,622,
2976,3654,IRAK1,0,155,
16292,23345,SYNE1,0,176,
19879,4869,NPM1,0,746,
17323,57520,HECW2,0,291,
4524,5566,PRKACA,0,420,
4525,5567,PRKACB,0,217,
4526,5568,PRKACG,0,158,
16308,23363,OBSL1,0,619,
4534,5578,PRKCA,0,395,
3514,4288,MKI67,0,60,
4027,4968,OGG1,0,10,
2500,3065,HDAC1,0,611,
4550,5594,MAPK1,0,402,
6604,6840,SVIL,0,134,
984,1161,ERCC8,1,38,174.0
4575,5621,PRNP,0,90,
3561,4343,MOV10,0,1178,
8702,10762,NUP50,0,99,
