Node ID,Protein ID,Protein Name,Disease Node,Degree
174,213,,0,200
286,350,,0,36
591,710,,0,15
676,811,,0,158
823,5624,,1,17
1650,1991,,0,33
1786,2153,,1,18
1788,2155,,1,21
1789,2157,,0,22
1790,2158,,0,6
1791,2159,,0,23
1793,2161,,1,22
1865,2243,,0,46
1866,2244,,0,26
1943,2335,,0,792
2128,2621,,1,8
2178,2677,,0,20
2281,2811,,0,28
2338,2885,,0,1081
2588,3172,,0,106
2718,3320,,0,900
3036,3717,,1,136
3298,4018,,1,9
3308,4036,,0,58
3542,4321,,0,6
4097,5054,,0,39
4139,5104,,0,27
4277,5270,,0,20
4331,5327,,1,37
4332,5328,,1,34
4344,5340,,0,68
4550,5594,,0,402
4551,5595,,0,349
4580,5627,,1,17
5763,7056,,0,6
5971,7301,,0,33
6062,7409,,0,91
6068,7415,,0,610
6792,8517,,0,465
8447,10461,,1,12
9840,2147,,1,47
16220,56034,,0,10
18060,25913,,0,215
20946,5269,,0,15
