Node ID,Protein ID,Protein Name,Disease Node,Degree,Comp_rnorm_cnorm
6147,7514,XPO1,0,1256,
4100,5058,PAK1,0,161,
6,10,NAT2,0,24,
6153,7520,XRCC5,0,233,
10253,79257,,0,5,
4110,5071,PRKN,0,426,
6159,7528,YY1,0,172,
6160,7529,YWHAB,0,398,
6162,7531,YWHAE,0,426,
6163,7532,YWHAG,0,542,
20,25,ABL1,0,389,
2069,2547,XRCC6,0,285,
4118,5079,PAX5,0,56,
8217,10196,PRMT3,0,45,
8218,10197,PSME3,0,195,
5661,6929,TCF3,0,208,
6176,7547,ZIC3,0,5,
39,22915,MMRN1,0,14,
18476,26524,LATS2,0,158,
46,52,ACP1,0,48,
16431,23499,MACF1,0,74,
4145,5111,PCNA,0,390,
51,58,ACTA1,0,200,
52,59,ACTA2,0,95,
53,60,ACTB,0,466,
65,81,ACTN4,0,153,
2115,2597,GAPDH,0,304,
8267,10250,SRRM1,0,277,
6498,8085,KMT2D,0,44,
6225,6732,SRPK1,0,349,
16057,23091,ZC3H13,0,88,
8287,10273,STUB1,0,258,
8290,10277,UBE4B,0,79,
4196,5170,PDPK1,0,108,
13329,84289,ING5,0,63,
2152,2648,KAT2A,0,135,
8306,10294,DNAJA2,0,114,
8211,10188,TNK2,0,94,
117,142,PARP1,0,286,
16404,23468,CBX5,0,198,
2171,2670,GFAP,0,110,
6269,7706,TRIM25,0,91,
6271,7709,ZBTB17,0,40,
135,160,AP2A1,0,121,
137,162,AP1B1,0,93,
138,163,AP2B1,0,127,
9961,56086,,0,62,
16531,23608,MKRN1,0,77,
4254,5243,ABCB1,1,31,475.0
10399,56950,SMYD2,0,36,
4256,5245,PHB,0,356,
161,196,AHR,0,49,
168,207,AKT1,0,378,
169,208,AKT2,0,129,
4266,5257,PHKB,0,21,
1736,2091,FBL,0,387,
3443,4190,MDH1,0,45,
6327,7799,PRDM2,0,15,
8377,10383,TUBB4B,0,154,
4286,103583,,0,20,
2243,2771,GNAI2,0,209,
8389,10397,NDRG1,0,110,
8390,10398,MYL9,0,30,
8391,10399,RACK1,0,286,
4297,5292,PIM1,0,55,
12663,345651,ACTBL2,0,49,
4300,5295,PIK3R1,0,307,
4301,5296,PIK3R2,0,144,
2254,2783,GNB2,0,119,
4305,5300,PIN1,0,309,
14546,3481,IGF2,1,23,7012.0
6359,7846,TUBA1A,0,399,
12504,50484,RRM2B,0,17,
2272,2801,GOLGA2,0,455,
4322,5318,PKP2,0,62,
2278,5929,RBBP5,0,114,
2280,2810,SFN,0,290,
4329,5325,PLAGL1,0,13,
6378,7874,USP7,0,313,
237,292,SLC25A5,0,335,
8432,10445,MCRS1,0,145,
242,302,ANXA2,0,200,
4340,5336,PLCG2,0,126,
8437,10451,VAV3,0,24,
4343,5339,PLEC,0,105,
4344,5340,PLG,0,68,
250,310,ANXA7,0,142,
4349,5347,PLK1,0,268,
6401,7917,BAG6,0,302,
8452,10466,COG5,0,25,
263,324,APC,1,301,13669.0
265,326,AIRE,0,94,
8459,10474,TADA3,0,80,
4371,5371,PML,0,237,
10286,24144,TFIP11,0,382,
2327,2869,GRK5,0,183,
5850,7150,TOP1,0,279,
287,351,APP,0,2132,
10529,79711,IPO4,0,121,
290,355,FAS,0,121,
8483,10498,CARM1,0,96,
2340,2887,GRB10,0,62,
2341,2888,GRB14,0,25,
18728,26986,PABPC1,0,504,
301,367,AR,0,301,
4401,5422,POLA1,0,69,
3147,3843,IPO5,0,110,
8503,10524,KAT5,0,265,
2361,2908,NR3C1,0,242,
16702,56647,BCCIP,0,63,
18753,27023,FOXB1,0,133,
2381,2931,GSK3A,0,95,
2382,2932,GSK3B,0,362,
337,408,ARRB1,0,314,
338,409,ARRB2,0,366,
8531,10558,SPTLC1,0,32,
13710,84790,TUBA1C,0,175,
4442,5468,PPARG,0,167,
4443,5469,MED1,0,124,
18784,92609,TIMM50,0,89,
8545,10572,SIVA1,0,41,
4450,5478,PPIA,0,116,
8547,10574,CCT7,0,189,
18793,27086,FOXP1,0,41,
16069,55872,PBK,0,32,
1444,51341,ZBTB7A,0,36,
2414,2965,GTF2H1,0,93,
4463,5499,PPP1CA,0,356,
4464,5500,PPP1CB,0,253,
4465,5501,PPP1CC,0,308,
5523,6774,STAT3,0,292,
2420,2972,BRF1,0,28,
8567,10594,PRPF8,0,294,
4477,5515,PPP2CA,0,262,
4479,5518,PPP2R1A,0,298,
4481,5520,PPP2R2A,0,86,
5867,7170,TPM3,0,151,
389,472,ATM,0,218,
4486,5525,PPP2R5A,0,47,
4488,5527,PPP2R5C,0,43,
393,476,ATP1A1,0,160,
8586,10614,HEXIM1,0,64,
2458,3014,H2AFX,0,307,
751,896,CCND3,0,60,
413,498,ATP5F1A,0,213,
2463,3020,H3F3A,0,131,
418,506,ATP5F1B,0,158,
4516,5557,PRIM1,0,37,
6567,139285,AMER1,0,15,
2472,3032,HADHB,0,103,
4524,5566,PRKACA,0,420,
4525,5567,PRKACB,0,217,
4526,5568,PRKACG,0,158,
2479,3039,HBA1,0,29,
4530,5573,PRKAR1A,0,123,
1779,2146,EZH2,0,284,
8629,10664,CTCF,0,53,
4534,5578,PRKCA,0,395,
