Node ID,Protein ID,Protein Name,Disease Node,Degree,Comp_rnorm_cnorm
3844,4734,NEDD4,0,317,
12935,51082,POLR1D,1,58,5885.0
1160,1387,CREBBP,0,400,
7055,8817,FGF18,0,5,
5523,6774,STAT3,0,292,
7060,8822,FGF17,0,5,
1687,2033,EP300,0,547,
5022,6195,RPS6KA1,0,115,
287,351,APP,0,2132,
1697,2043,EPHA4,0,32,
2338,2885,GRB2,0,1081,
10661,79867,TCTN2,0,211,
1868,2246,FGF1,0,28,
3882,4784,NFIX,1,22,6941.0
8747,10818,FRS2,0,34,
1197,1432,MAPK14,0,329,
18227,26123,TCTN3,0,317,
2361,2908,NR3C1,0,242,
7867,9791,PTDSS1,1,17,6484.0
2500,3065,HDAC1,0,611,
8133,10099,TSPAN3,0,36,
4679,5745,PTH1R,1,67,13589.0
4425,5447,POR,1,38,6272.0
12490,50964,SOST,1,4,17587.0
4300,5295,PIK3R1,0,307,
1869,2247,FGF2,0,42,
1870,2248,FGF3,0,8,
1872,2250,FGF5,0,6,
1873,2251,FGF6,0,4,
1874,2252,FGF7,0,13,
1875,2253,FGF8,0,4,
6489,8074,FGF23,0,4,
1882,2260,FGFR1,1,79,6.0
1885,2263,FGFR2,1,50,5.0
3043,3725,JUN,0,408,
7525,9401,RECQL4,1,22,4801.0
6887,8631,SKAP1,0,97,
14716,2254,FGF9,0,6,
5994,7329,UBE2I,0,502,
16367,23426,GRIP1,1,61,6737.0
4339,5335,PLCG1,0,279,
18164,26040,SETBP1,1,18,11014.0
12412,2249,FGF4,0,5,
