Node ID,Protein ID,Protein Name,Disease Node,Degree,LCI
6150,7517,XRCC3,0,143,
7175,8968,HIST1H3F,0,66,
6153,7520,XRCC5,0,233,
6666,8350,HIST1H3A,0,309,
6667,8351,HIST1H3D,0,66,
6668,8352,HIST1H3C,0,87,
6669,8353,HIST1H3E,0,240,
4110,5071,PRKN,0,426,
6671,8355,HIST1H3G,0,66,
6160,7529,YWHAB,0,398,
6673,8357,HIST1H3H,0,67,
6162,7531,YWHAE,0,426,
531,641,BLM,0,100,
16404,23468,CBX5,0,198,
6165,7534,YWHAZ,0,662,
19479,126626,GABPB2,0,21,
5656,6924,ELOA,0,84,
4644,5705,PSMC5,0,202,
2599,3184,HNRNPD,0,342,
7208,9020,MAP3K14,0,154,
3628,4478,MSN,0,148,
4957,6118,RPA2,0,471,
561,672,BRCA1,1,609,195.0
563,675,BRCA2,0,90,
15927,55723,ASF1B,0,65,
16308,23363,OBSL1,0,619,
16444,23512,SUZ12,0,338,
66,86,ACTL6A,0,155,
4677,5743,PTGS2,1,47,3423.0
15945,22976,PAXIP1,0,266,
6738,8451,CUL4A,0,383,
6741,8454,CUL1,0,763,
18008,25842,ASF1A,0,68,
5723,7013,TERF1,0,323,
6748,8463,TEAD2,0,83,
869,1025,CDK9,0,247,
6672,8356,HIST1H3J,0,78,
6674,8358,HIST1H3B,0,76,
6163,7532,YWHAG,0,542,
1653,1994,ELAVL1,0,1866,
15991,55791,LRIF1,0,161,
6670,8354,HIST1H3I,0,65,
8828,10926,DBF4,0,22,
2069,2547,XRCC6,0,285,
20098,29789,OLA1,0,44,
6795,8520,HAT1,0,62,
2701,3301,DNAJA1,1,175,3473.0
8849,10951,CBX1,0,86,
2708,3308,HSPA4,0,366,
1687,2033,EP300,0,547,
2712,3312,HSPA8,0,600,
2718,3320,HSP90AA1,0,900,
7621,9518,GDF15,1,14,8658.0
7844,9768,PCLAF,0,26,
19628,126961,HIST2H3C,0,117,
8881,10987,COPS5,0,828,
13497,51720,UIMC1,0,75,
4300,5295,PIK3R1,0,307,
3789,4678,NASP,0,82,
15060,54623,PAF1,0,58,
3801,4690,NCK1,0,267,
5855,7157,TP53,0,1001,
3878,4780,NFE2L2,0,82,
746,890,CCNA2,0,140,
1259,1499,CTNNB1,0,395,
4339,5335,PLCG1,0,279,
5365,6597,SMARCA4,0,269,
5366,6598,SMARCB1,0,173,
5367,6599,SMARCC1,0,203,
5368,6601,SMARCC2,0,188,
4859,5970,RELA,0,419,
5372,6605,SMARCE1,0,168,
7937,9869,SETDB1,0,161,
5380,6613,SUMO2,0,260,
1807,2175,FANCA,0,87,
1809,2177,FANCD2,0,74,
6932,8678,BECN1,0,87,
4825,5928,RBBP4,0,261,
3355,4089,SMAD4,0,302,
1820,2189,FANCG,1,62,2335.0
16160,121504,HIST4H4,0,149,
10529,79711,IPO4,0,121,
12066,246175,CNOT6L,0,22,
21286,51497,NELFCD,0,54,
4145,5111,PCNA,0,390,
18728,26986,PABPC1,0,504,
16683,56603,CYP26B1,1,2,9395.0
3884,4790,NFKB1,0,277,
5422,6657,SOX2,0,351,
7219,9031,BAZ1B,0,66,
827,983,CDK1,0,415,
11075,1588,CYP19A1,0,30,
5960,7290,HIRA,0,40,
6677,8361,HIST1H4F,0,104,
2387,2937,GSS,1,36,6381.0
5464,6709,SPTAN1,0,197,
1371,1642,DDB1,0,382,
4956,6117,RPA1,0,494,
861,1017,CDK2,0,892,
4958,6119,RPA3,0,399,
13029,51182,HSPA14,1,14,7667.0
2405,2956,MSH6,0,87,
9062,11198,SUPT16H,0,206,
9064,11200,CHEK2,0,113,
2501,3066,HDAC2,0,387,
2418,2969,GTF2I,0,149,
6005,7341,SUMO1,0,258,
17282,57472,CNOT6,0,26,
3461,4214,MAP3K1,0,242,
3462,4215,MAP3K3,0,231,
13197,84142,ABRAXAS1,0,20,
8081,10036,CHAF1A,1,120,623.0
13635,14113,,0,25,
5525,6776,STAT5A,0,106,
9626,12412,,0,150,
20892,6283,S100A12,1,4,18447.0
5026,6199,RPS6KB2,0,207,
6564,8208,CHAF1B,1,54,5102.0
5981,7316,UBC,0,1647,
19879,4869,NPM1,0,746,
8110,75608,,0,84,
8112,10075,HUWE1,0,461,
5363,6595,SMARCA2,0,147,
6068,7415,VCP,0,610,
15006,54541,DDIT4,1,16,5590.0
6072,7421,VDR,0,127,
3517,4292,MLH1,0,198,
4547,5591,PRKDC,0,312,
5061,170082,TCEANC,0,116,
4551,5595,MAPK3,0,349,
7112,8881,CDC16,0,79,
9162,11335,CBX3,0,168,
6613,8289,ARID1A,0,87,
6614,8290,HIST3H3,0,254,
2528,3096,HIVEP1,0,54,
481,580,BARD1,0,282,
3043,3725,JUN,0,408,
7147,8924,HERC2,0,224,
10220,79184,BRCC3,0,59,
4606,5660,PSAP,0,55,
