Node ID,Protein ID,Protein Name,Disease Node,Degree,LCI
1282,1524,CX3CR1,1,2,20031.0
1160,1387,CREBBP,0,400,
3308,4036,LRP2,0,58,
7690,9601,PDIA4,0,75,
779,928,CD9,0,39,
3469,4223,MEOX2,0,687,
6415,7941,PLA2G7,1,5,266.0
274,335,APOA1,0,102,
2709,3309,HSPA5,0,517,
16406,23471,TRAM1,0,23,
2712,3312,HSPA8,0,600,
3354,4088,SMAD3,0,417,
795,948,CD36,1,20,6601.0
284,348,APOE,1,70,34.0
2718,3320,HSP90AA1,0,900,
16031,55832,CAND1,0,700,
3745,4627,MYH9,0,343,
3239,3949,LDLR,1,33,34.0
685,821,CANX,0,208,
174,213,ALB,0,200,
4144,5110,PCMT1,0,115,
286,350,APOH,0,36,
5432,6667,SP1,0,441,
5434,6670,SP3,0,98,
287,351,APP,0,2132,
53,60,ACTB,0,466,
1221,1457,CSNK2A1,0,615,
15939,55738,ARFGAP1,0,45,
6085,7436,VLDLR,0,13,
4423,5444,PON1,1,3,426.0
1096,1312,COMT,0,39,
1741,2099,ESR1,0,789,
1742,2100,ESR2,1,140,1104.0
3664,4524,MTHFR,1,16,111.0
15544,55219,MACO1,1,33,598.0
19427,388677,NOTCH2NL,0,371,
16340,154467,CCDC167,0,6,
1367,1636,ACE,1,10,3858.0
2650,3240,HP,0,31,
19599,8701,DNAH11,1,1,18506.0
20875,64240,ABCG5,1,5,19094.0
5469,6714,SRC,0,525,
3298,4018,LPA,1,9,12115.0
4451,5479,PPIB,0,99,
10087,79001,VKORC1,1,98,636.0
4332,5328,PLAU,1,34,26.0
1267,1508,CTSB,0,53,
1653,1994,ELAVL1,0,1866,
5880,7184,HSP90B1,0,171,
12028,16709,,0,73,
277,338,APOB,1,69,441.0
