Node ID,Protein ID,Protein Name,Disease Node,Degree,LCI
1,2,A2M,0,105,
4100,5058,PAK1,0,161,
6665,8349,HIST2H2BE,0,207,
2059,2534,FYN,0,410,
20,25,ABL1,0,389,
2594,3178,HNRNPA1,0,701,
1062,1277,COL1A1,1,56,31.0
1063,1278,COL1A2,0,37,
561,672,BRCA1,0,609,
3123,3815,KIT,1,75,213.0
1591,1915,EEF1A1,0,613,
3140,3836,KPNA1,0,131,
7243,9063,PIAS2,0,204,
79,100,ADA,1,32,42.0
4182,5155,PDGFB,1,27,3850.0
3671,4535,MT-ND1,0,83,
3674,4538,MT-ND4,0,48,
5729,7020,TFAP2A,0,98,
4718,5795,PTPRJ,0,54,
5747,7040,TGFB1,0,110,
1653,1994,ELAVL1,0,1866,
7799,9719,ADAMTSL2,1,1,2761.0
8212,10189,ALYREF,0,252,
7809,9730,DCAF1,0,101,
5764,7057,THBS1,0,54,
1160,1387,CREBBP,0,400,
3722,4602,MYB,0,93,
2700,3300,DNAJB2,0,43,
1170,1398,CRK,0,377,
7317,9146,HGS,0,355,
5278,6502,SKP2,0,135,
3232,3939,LDHA,0,167,
2730,3339,HSPG2,0,48,
8877,10982,MAPRE2,1,39,9395.0
8881,10987,COPS5,0,828,
4275,5268,SERPINB5,0,56,
6836,8563,THOC5,0,184,
4183,5156,PDGFRA,0,65,
4796,5896,RAG1,1,23,334.0
4797,5897,RAG2,1,7,272.0
3267,3981,LIG4,1,135,869.0
13000,51151,SLC45A2,1,1,15843.0
4300,5295,PIK3R1,0,307,
5753,7046,TGFBR1,0,321,
729,867,CBL,0,276,
5850,7150,TOP1,0,279,
2718,3320,HSP90AA1,0,900,
13024,51176,LEF1,0,49,
2598,3183,HNRNPC,0,386,
8940,11059,WWP1,0,95,
4339,5335,PLCG1,0,279,
5365,6597,SMARCA4,0,269,
5367,6599,SMARCC1,0,203,
5368,6601,SMARCC2,0,188,
3323,4053,LTBP2,1,3,7577.0
6403,7919,DDX39B,0,225,
262,323,APBB2,0,29,
3336,4067,LYN,0,269,
5392,6625,SNRNP70,0,244,
2837,3486,IGFBP3,0,33,
3355,4089,SMAD4,1,302,557.0
1822,2192,FBLN1,0,75,
287,351,APP,0,2132,
2338,2885,GRB2,0,1081,
1830,2200,FBN1,1,24,293.0
13939,150684,COMMD1,0,63,
5432,6667,SP1,0,441,
5440,6678,SPARC,0,25,
2890,3561,IL2RG,1,40,452.0
1079,1294,COL7A1,0,27,
1365,1634,DCN,0,37,
2903,3574,IL7,0,4,
2904,3575,IL7R,1,104,381.0
1371,1642,DDB1,0,382,
5980,7314,UBB,0,256,
861,1017,CDK2,0,892,
3428,4173,MCM4,0,164,
5997,7332,UBE2L3,0,143,
2937,3609,ILF3,0,463,
5521,6772,STAT1,0,225,
5525,6776,STAT5A,0,106,
5526,6777,STAT5B,0,82,
1943,2335,FN1,0,792,
12188,6023,RMRP,1,2,7604.0
6047,7390,UROS,1,15,12179.0
8101,10060,ABCC9,1,6,5035.0
2983,3661,IRF3,0,90,
8629,10664,CTCF,0,53,
4534,5578,PRKCA,0,395,
2494,3055,HCK,0,144,
447,538,ATP7A,1,15,4013.0
3008,3688,ITGB1,0,150,
4547,5591,PRKDC,0,312,
3535,4313,MMP2,1,42,48.0
3035,3716,JAK1,0,116,
3036,3717,JAK2,0,136,
3037,3718,JAK3,0,94,
15843,55636,CHD7,1,27,3727.0
1004,1191,CLU,0,123,
