Node ID,Protein ID,Protein Name,Disease Node,Degree,LCI
17921,58508,,0,48,
6147,7514,,0,1256,
6666,8350,,0,309,
6160,7529,,0,398,
3089,3778,,0,20,
6162,7531,,0,426,
6163,7532,,0,542,
1563,1880,,0,34,
2594,3178,,0,701,
10275,2294,,1,16,14825.0
10789,80020,,0,31,
13355,51547,,0,666,
13356,51548,,0,125,
2606,3192,,0,691,
4957,6118,,0,471,
15920,22948,,0,173,
52,59,,1,95,8216.0
53,60,,0,466,
1591,1915,,0,613,
4664,5728,,0,246,
7227,9045,,0,370,
7741,9657,,0,213,
16453,23521,,0,273,
5193,6401,,0,21,
1098,1314,,0,209,
16460,23528,,0,56,
11853,2703395,,0,12,
6225,6732,,0,349,
18514,59349,,0,75,
6739,8452,,0,1228,
5245,6462,,0,65,
1667,2010,,0,225,
15945,22976,,0,266,
21441,81873,,0,54,
4972,6135,,0,384,
5017,6189,,0,395,
3729,4609,,0,583,
16022,23054,,0,102,
3223,3930,,1,48,1700.0
5272,6495,,1,24,2586.0
5793,7088,,0,142,
2722,3326,,0,543,
10915,80209,,0,12,
13479,84464,,0,172,
3753,4637,,0,143,
19628,126961,,0,117,
3757,4641,,0,196,
3759,4643,,0,65,
3760,4644,,0,63,
3767,4653,,0,46,
696,832,,0,128,
3745,4627,,0,343,
4982,6147,,0,307,
1736,2091,,0,387,
1741,2099,,0,789,
3283,4000,,0,258,
7893,9820,,0,649,
9081,11224,,0,277,
5855,7157,,0,1001,
2278,5929,,0,114,
5865,7168,,0,142,
748,892,,0,119,
237,292,,0,335,
18166,26045,,0,11,
4855,5966,,0,389,
15610,55291,,0,77,
4859,5970,,0,419,
15612,55294,,0,182,
11008,80335,,0,58,
3846,4736,,0,252,
263,324,,0,301,
8968,11091,,0,226,
18699,26934,,0,41,
5391,6624,,0,71,
3345,6141,,0,335,
8867,10971,,0,464,
3359,4093,,0,132,
2338,2885,,0,1081,
5039,6217,,0,268,
3948,4867,,0,86,
4963,6124,,0,326,
301,367,,0,301,
5422,6657,,0,351,
15663,120892,,0,154,
18227,26123,,0,317,
821,975,,0,219,
3382,200728,,0,401,
7480,9349,,0,396,
5945,7273,,0,76,
827,983,,0,415,
18756,27031,,1,11,32.0
1862,2239,,1,16,32.0
1869,2247,,0,42,
1336,1602,,0,31,
338,409,,0,366,
5464,6709,,0,197,
8025,9968,,1,94,15.0
4956,6117,,0,494,
861,1017,,0,892,
4958,6119,,0,399,
19808,29079,,0,368,
4961,6122,,0,257,
3426,4171,,0,918,
15931,55728,,0,22,
8548,10575,,0,188,
4966,6128,,0,408,
4968,6130,,0,334,
4969,6132,,0,348,
1388,1660,,0,529,
4463,5499,,0,356,
1392,1665,,0,406,
4465,5501,,0,308,
13174,51343,,0,135,
2936,3608,,0,451,
4985,6152,,0,333,
4986,6154,,0,306,
4989,6157,,0,286,
4991,6159,,0,279,
4992,6160,,0,277,
1927,2316,,1,359,4819.0
6498,8085,,1,44,7697.0
1772,2138,,1,10,19.0
3978,4904,,0,412,
3467,4221,,0,73,
1421,1717,,1,114,10015.0
911,1072,,0,166,
5521,6772,,0,225,
3986,4914,,0,1965,
5015,6187,,0,424,
5529,6780,,0,324,
5018,6191,,0,360,
15261,54903,,1,64,742.0
5028,6202,,0,448,
5029,6203,,0,368,
19879,4869,,0,746,
6057,7403,,1,28,24.0
5036,6210,,0,333,
5021,6194,,0,353,
4464,5500,,0,253,
5043,6222,,0,306,
16308,23363,,0,619,
5047,6228,,0,259,
4976,6139,,0,234,
8130,10096,,0,98,
6599,8266,,0,306,
4553,5597,,0,282,
18378,26354,,0,250,
6604,6840,,0,134,
3747,4629,,1,49,6928.0
10661,79867,,0,211,
61,72,,1,123,19164.0
3043,3725,,0,408,
7249,9070,,0,96,
11687,2719,,1,10,41.0
20974,64423,,0,45,
8507,10528,,0,256,
