Node ID,Protein ID,Protein Name,Disease Node,Degree,LCI
2048,2521,FUS,0,354,
1,2,A2M,0,105,
6147,7514,XPO1,0,1256,
2059,2534,FYN,0,410,
13,18,ABAT,0,46,
4110,5071,PRKN,0,426,
2063,2538,G6PC,1,4,264.0
6160,7529,YWHAB,0,398,
2066,2542,SLC37A4,1,3,192.0
12307,115572,TENT5B,0,63,
18453,124801,LSM12,0,28,
25,30,ACAA1,0,54,
26,31,ACACA,0,84,
27,32,ACACB,0,13,
29,34,ACADM,1,88,133.0
30,35,ACADS,0,38,
31,36,ACADSB,1,47,12560.0
4128,5092,PCBD1,0,96,
33,38,ACAT1,0,80,
34,39,ACAT2,0,67,
4131,5095,PCCA,1,19,1372.0
4132,5096,PCCB,1,21,569.0
18471,26519,TIMM10,0,19,
5525,6776,STAT5A,0,106,
8233,10212,DDX39A,0,84,
4140,5105,PCK1,1,98,579.0
45,51,ACOX1,0,51,
46,52,ACP1,0,48,
53,60,ACTB,0,466,
2102,2582,GALE,0,23,
8251,10232,MSLN,0,14,
6205,171425,CLYBL,0,11,
8254,10236,HNRNPR,0,273,
2111,2592,GALT,1,13,5820.0
5472,6717,SRI,0,39,
2115,2597,GAPDH,0,304,
10315,374291,NDUFS7,0,75,
16462,23530,NNT,1,47,10311.0
4792,5891,MOK,0,14,
13667,3198,HOXA1,0,268,
16473,23542,MAPK8IP2,0,94,
4186,5160,PDHA1,0,58,
4188,5162,PDHB,0,67,
8287,10273,STUB1,0,258,
2144,2639,GCDH,1,38,827.0
16400,23464,GCAT,0,21,
2149,2645,GCK,0,29,
8299,337967,KRTAP6-2,0,188,
8301,10289,EIF1B,0,171,
18543,387082,SUMO4,0,80,
12405,219899,TBCEL,0,5,
2170,2669,GEM,0,113,
6267,7704,ZBTB16,0,166,
4223,5204,PFDN5,0,185,
129,154,ADRB2,0,276,
12418,2919,CXCL1,0,14,
6275,23132,RAD54L2,0,44,
4230,5211,PFKL,0,74,
12993,51144,HSD17B12,0,43,
2184,2688,GH1,1,89,6175.0
4233,5214,PFKP,0,90,
2186,2690,GHR,1,55,3213.0
2189,2693,GHSR,1,2,15085.0
149,178,AGL,1,56,2058.0
6002,7337,UBE3A,0,178,
4463,5499,PPP1CA,0,356,
2204,2710,GK,1,29,8.0
4256,5245,PHB,0,356,
4259,5250,SLC25A3,0,311,
8356,287,ANK2,0,31,
166,204,AK2,0,51,
4265,5256,PHKA2,1,25,8628.0
172,211,ALAS1,0,69,
173,212,ALAS2,0,14,
4272,5265,SERPINA1,1,48,4903.0
178,217,ALDH2,0,80,
180,219,ALDH1B1,0,83,
8222,10201,NME6,0,15,
8377,10383,TUBB4B,0,154,
4127,5091,PC,1,61,8713.0
7303,9131,AIFM1,0,92,
189,229,ALDOB,1,39,7387.0
190,230,ALDOC,0,94,
8860,10963,STIP1,0,162,
2242,2770,GNAI1,0,107,
2243,2771,GNAI2,0,209,
6341,7818,DAP3,0,140,
8391,10399,RACK1,0,286,
4298,5293,PIK3CD,0,25,
4299,5294,PIK3CG,0,39,
4300,5295,PIK3R1,0,307,
4301,5296,PIK3R2,0,144,
2254,2783,GNB2,0,119,
4305,5300,PIN1,0,309,
210,259,AMBP,0,20,
4311,5307,PITX1,0,88,
220,274,BIN1,0,70,
4317,5313,PKLR,0,22,
4319,5315,PKM,0,194,
2275,2804,GOLGB1,0,42,
2276,2805,GOT1,0,80,
2277,2806,GOT2,0,45,
6378,7874,USP7,0,313,
6380,7879,RAB7A,0,182,
237,292,SLC25A5,0,335,
238,293,SLC25A6,0,207,
12669,116285,ACSM1,0,14,
242,302,ANXA2,0,200,
4339,5335,PLCG1,0,279,
8438,10452,TOMM40,0,117,
1748,2108,ETFA,1,83,8988.0
16637,23760,PITPNB,0,27,
3830,4719,NDUFS1,1,114,17.0
6399,7915,ALDH5A1,0,55,
6401,7917,BAG6,0,302,
6403,7919,DDX39B,0,225,
16647,23770,FKBP8,0,104,
18696,124637,CYB5D1,0,32,
20183,29925,GMPPB,0,47,
8578,10606,PAICS,0,100,
8465,10480,EIF3M,0,106,
8467,10482,NXF1,0,1153,
16660,23787,MTCH1,0,51,
277,338,APOB,0,69,
20759,64064,OXCT2,0,32,
2333,2876,GPX1,0,34,
2334,2877,GPX2,0,23,
2335,2878,GPX3,0,21,
2336,2879,GPX4,0,53,
2338,2885,GRB2,0,1081,
2340,2887,GRB10,0,62,
8875,10980,COPS6,0,321,
20775,64087,MCCC2,0,26,
6442,7991,TUSC3,0,24,
301,367,AR,0,301,
4402,5423,POLB,0,44,
308,375,ARF1,0,99,
310,378,ARF4,0,48,
8503,10524,KAT5,0,265,
312,381,ARF5,0,47,
313,382,ARF6,0,143,
4410,5431,POLR2B,0,133,
3807,4696,NDUFA3,0,61,
316,387,RHOA,0,185,
4416,5437,POLR2H,0,98,
18753,27023,FOXB1,0,133,
4420,5441,POLR2L,0,96,
18759,27034,ACAD8,0,65,
4424,5445,PON2,0,80,
4425,5447,POR,0,38,
4426,5449,POU1F1,1,24,19333.0
6476,8050,PDHX,0,35,
2382,2932,GSK3B,0,362,
337,408,ARRB1,0,314,
338,409,ARRB2,0,366,
14675,53918,PELO,0,40,
6484,8065,CUL5,0,482,
7566,9454,HOMER3,0,99,
4440,5465,PPARA,1,83,130.0
4442,5468,PPARG,0,167,
4443,5469,MED1,0,124,
8540,10567,RABAC1,0,83,
1898,2281,FKBP1B,0,29,
2408,2959,GTF2B,0,148,
13651,84701,COX4I2,0,19,
18796,27089,UQCRQ,0,134,
367,65985,AACS,0,28,
10608,341947,COX8C,0,24,
3816,4705,NDUFA10,0,89,
18835,617,BCS1L,1,13,138.0
18805,27101,CACYBP,0,83,
20201,29945,ANAPC4,0,63,
20857,64210,MMS19,0,193,
8571,10598,AHSA1,0,167,
4477,5515,PPP2CA,0,262,
4478,5516,PPP2CB,0,158,
4479,5518,PPP2R1A,0,298,
4480,5519,PPP2R1B,0,106,
4482,5521,PPP2R2B,0,159,
388,471,ATIC,0,75,
3835,4724,NDUFS4,1,97,108.0
393,476,ATP1A1,0,160,
4491,5530,PPP3CA,0,87,
8588,10616,RBCK1,0,93,
398,481,ATP1B1,0,78,
400,483,ATP1B3,0,102,
403,488,ATP2A2,0,84,
8597,10627,MYL12A,0,66,
2458,3014,H2AFX,0,307,
413,498,ATP5F1A,0,213,
2462,23092,ARHGAP26,0,11,
6560,8202,NCOA3,0,134,
6561,8204,NRIP1,0,69,
418,506,ATP5F1B,0,158,
2468,3028,HSD17B10,1,122,88.0
421,509,ATP5F1C,0,194,
