Node ID,Protein ID,Protein Name,Disease Node,Degree
6,10,NAT2,0,24
20,25,ABL1,0,389
51,58,ACTA1,0,200
53,60,ACTB,0,466
60,71,ACTG1,0,187
71,91,ACVR1B,0,51
117,142,PARP1,0,286
129,154,ADRB2,0,276
141,166,AES,0,301
168,207,AKT1,1,378
169,208,AKT2,0,129
238,293,SLC25A6,0,207
263,324,APC,0,301
270,331,XIAP,0,164
273,334,APLP2,0,45
287,351,APP,0,2132
301,367,AR,0,301
308,375,ARF1,0,99
316,387,RHOA,0,185
321,392,ARHGAP1,0,48
337,408,ARRB1,0,314
338,409,ARRB2,0,366
389,472,ATM,0,218
412,80760,ITIH5,0,10
453,545,ATR,0,134
454,546,ATRX,0,58
472,571,BACH1,0,51
473,572,BAD,0,70
481,580,BARD1,0,282
485,22933,SIRT2,0,64
495,595,CCND1,0,112
496,596,BCL2,0,136
531,641,BLM,0,100
537,648,BMI1,0,399
561,672,BRCA1,1,609
562,673,BRAF,0,63
563,675,BRCA2,1,90
584,701,BUB1B,0,98
587,705,BYSL,0,178
626,752,FMNL1,0,74
664,99100,,0,81
669,801,CALM1,0,524
700,836,CASP3,0,183
706,842,CASP9,0,60
729,867,CBL,0,276
732,871,SERPINH1,0,91
746,890,CCNA2,0,140
747,891,CCNB1,0,161
752,898,CCNE1,0,83
756,902,CCNH,0,69
760,908,CCT6A,0,190
807,960,CD44,0,100
827,983,CDK1,0,415
832,988,CDC5L,0,328
834,990,CDC6,0,58
842,998,CDC42,0,305
856,1012,CDH13,0,15
861,1017,CDK2,0,892
863,1019,CDK4,0,203
864,1020,CDK5,0,163
865,1021,CDK6,0,160
866,1022,CDK7,0,138
869,1025,CDK9,0,247
870,1026,CDKN1A,0,312
871,1027,CDKN1B,0,106
873,1029,CDKN2A,0,183
892,1051,CEBPB,0,123
907,1068,CETN1,0,12
915,1080,CFTR,0,324
937,1111,CHEK1,0,92
972,1147,CHUK,0,219
976,1152,CKB,0,83
988,1173,AP2M1,0,229
1008,1196,CLK2,0,94
1062,1277,COL1A1,1,56
1158,1385,CREB1,0,198
1159,1386,ATF2,0,247
1160,1387,CREBBP,0,400
1170,1398,CRK,0,377
1171,1399,CRKL,0,130
1204,1439,CSF2RB,0,37
1216,1452,CSNK1A1,0,141
