Node ID,Protein ID,Protein Name,Disease Node,Degree,LCI
3712,4591,,1,98,9630.0
1421,1717,,1,114,968.0
5646,6913,,1,13,3337.0
5529,6780,,0,324,
3354,4088,,0,417,
6817,8543,,0,135,
4386,5396,,1,8,12078.0
10661,79867,,0,211,
1574,1893,,1,38,19819.0
2222,2737,,1,29,5818.0
18227,26123,,0,317,
1591,1915,,0,613,
7867,9791,,1,17,818.0
7616,9513,,0,239,
15430,55093,,0,307,
14407,20595,,0,70,
1079,1294,,1,27,6340.0
9428,11938,,0,31,
4829,5932,,1,63,9930.0
4065,5015,,1,47,3486.0
1653,1994,,0,1866,
5117,6310,,0,303,
