Node ID,Protein ID,Protein Name,Disease Node,Degree,Comp_rnorm_cnorm
174,213,ALB,0,200,
697,833,CARS,0,42,
698,834,CASP1,1,63,9069.0
702,838,CASP5,0,7,
705,841,CASP8,0,196,
735,875,CBS,1,81,486.0
972,1147,CHUK,0,219,
1004,1191,CLU,0,123,
1400,1674,DES,1,77,2844.0
1626,1962,EHHADH,0,113,
1653,1994,ELAVL1,0,1866,
1751,2113,ETS1,0,127,
2059,2534,FYN,0,410,
2499,3064,HTT,0,205,
2714,3315,HSPB1,0,435,
2881,3551,IKBKB,0,224,
3336,4067,LYN,0,269,
3458,4210,MEFV,0,16,
3664,4524,MTHFR,1,16,1034.0
3682,4548,MTR,0,34,
3686,4552,MTRR,1,16,951.0
3854,4747,NEFL,0,61,
3949,4868,NPHS1,1,24,1577.0
4100,5058,PAK1,0,161,
4423,5444,PON1,1,3,1534.0
4524,5566,PRKACA,0,420,
4530,5573,PRKAR1A,0,123,
5432,6667,SP1,0,441,
5828,7124,TNF,1,142,561.0
5882,7186,TRAF2,0,509,
5981,7316,UBC,0,1647,
5994,7329,UBE2I,0,502,
6156,7525,YES1,0,156,
6986,8737,RIPK1,0,100,
7243,9063,PIAS2,0,204,
8867,10971,YWHAQ,0,464,
15836,22861,NLRP1,0,21,
16805,113235,SLC46A1,1,1,19318.0
17899,58484,NLRC4,0,17,
19179,60491,NIF3L1,0,169,
19835,29108,PYCARD,1,42,85.0
21356,27232,GNMT,1,26,82.0
