Node ID,Protein ID,Protein Name,Disease Node,Degree,LCI
5632,55763,EXOC1,0,51,
15361,55011,PIH1D1,0,62,
21379,261734,NPHP4,1,44,25.0
19478,27130,INVS,1,9,1.0
1927,2316,FLNA,0,359,
1929,2318,FLNC,0,100,
4951,6103,RPGR,0,34,
7928,9859,CEP170,0,180,
16271,23322,RPGRIP1L,0,151,
2705,3305,HSPA1L,0,163,
4242,5226,PGD,0,65,
13332,84292,WDR83,0,195,
4245,5230,PGK1,0,102,
2710,3310,HSPA6,0,81,
2712,3312,HSPA8,0,600,
18756,27031,NPHP3,1,11,22.0
2718,3320,HSP90AA1,0,900,
159,191,AHCY,0,85,
672,805,CALM2,0,174,
4257,136319,MTPN,0,41,
2722,3326,HSP90AB1,0,543,
1572,1891,ECH1,0,75,
1901,2288,FKBP4,0,88,
1591,1915,EEF1A1,0,613,
4143,5108,PCM1,0,269,
13794,84902,CEP89,0,86,
53,60,ACTB,0,466,
16055,23089,PEG10,0,37,
8377,10383,TUBB4B,0,154,
18210,26097,CHTOP,0,46,
7741,9657,IQCB1,1,213,441.0
15807,22832,CEP162,0,140,
5952,7280,TUBB2A,0,125,
8736,10806,SDCCAG8,1,9,202.0
13250,51435,SCARA3,0,46,
18244,26146,TRAF3IP1,1,74,424.0
13046,51202,DDX47,0,151,
8902,11014,KDELR2,0,7,
15431,55094,GPATCH1,0,116,
13129,84062,DTNBP1,0,146,
16331,23386,NUDCD3,0,42,
8909,11021,RAB35,0,34,
14157,347733,TUBB2B,0,95,
976,1152,CKB,0,83,
1361,1629,DBT,0,41,
7634,9532,BAG2,0,125,
3159,3857,KRT9,0,53,
3160,3858,KRT10,0,68,
3745,4627,MYH9,0,343,
1371,1642,DDB1,0,382,
17500,57728,WDR19,1,3,16873.0
5213,6427,SRSF2,0,259,
4319,5315,PKM,0,194,
2786,3420,IDH3B,0,33,
16227,56041,,0,104,
6761,8481,OFD1,0,274,
3948,4867,NPHP1,1,86,132.0
10898,80184,CEP290,1,109,147.0
1653,1994,ELAVL1,0,1866,
10481,79657,RPAP3,0,77,
13043,51199,NIN,0,118,
18805,27101,CACYBP,0,83,
15872,22897,CEP164,1,79,34.0
14072,3313,HSPA9,0,264,
10745,145508,CEP128,0,278,
5243,203068,TUBB,0,361,
5885,7189,TRAF6,0,552,
15893,22919,MAPRE1,0,177,
