Node ID,Protein ID,Protein Name,Disease Node,Degree
1,2,A2M,0,105
5,9,NAT1,0,6
7,12,SERPINA3,0,33
20,25,ABL1,0,389
60,71,ACTG1,0,187
66,86,ACTL6A,0,155
117,142,PARP1,0,286
129,154,ADRB2,0,276
141,166,AES,0,301
237,292,SLC25A5,0,335
238,293,SLC25A6,0,207
268,329,BIRC2,0,142
269,330,BIRC3,0,87
273,334,APLP2,0,45
286,350,APOH,0,36
287,351,APP,0,2132
293,358,AQP1,0,107
301,367,AR,0,301
385,467,ATF3,0,63
386,468,ATF4,0,89
434,22931,RAB18,0,21
497,597,BCL2A1,0,24
502,602,BCL3,0,52
503,604,BCL6,0,158
556,667,DST,0,82
561,672,BRCA1,0,609
574,688,KLF5,0,62
590,708,C1QBP,0,235
659,790,CAD,0,131
669,801,CALM1,0,524
672,805,CALM2,0,174
673,808,CALM3,0,132
698,834,CASP1,0,63
722,860,RUNX2,0,63
723,861,RUNX1,0,102
827,983,CDK1,0,415
861,1017,CDK2,0,892
863,1019,CDK4,0,203
869,1025,CDK9,0,247
870,1026,CDKN1A,0,312
891,1050,CEBPA,0,132
892,1051,CEBPB,0,123
893,1052,CEBPD,0,30
894,1053,CEBPE,0,62
895,1054,CEBPG,0,32
937,1111,CHEK1,0,92
972,1147,CHUK,0,219
976,1152,CKB,0,83
1004,1191,CLU,0,123
1022,1213,CLTC,0,355
1107,1326,MAP3K8,0,74
1159,1386,ATF2,0,247
1160,1387,CREBBP,0,400
1197,1432,MAPK14,0,329
1221,1457,CSNK2A1,0,615
1223,1459,CSNK2A2,0,341
1378,1649,DDIT3,0,85
1382,1653,DDX1,0,156
1383,1654,DDX3X,0,379
1388,1660,DHX9,0,529
1522,1831,TSC22D3,0,37
1523,1832,DSP,0,114
1584,1906,EDN1,0,17
1593,1917,EEF1A2,0,165
1603,1936,EEF1D,0,166
1622,1958,EGR1,0,57
1653,1994,ELAVL1,0,1866
1656,1997,ELF1,0,19
1658,1999,ELF3,0,60
1661,2002,ELK1,0,63
1687,2033,EP300,0,547
1712,2058,EPRS,0,247
1717,2063,NR2F6,0,33
1741,2099,ESR1,0,789
1751,2113,ETS1,0,127
1752,2114,ETS2,0,52
1760,2122,MECOM,0,36
1779,2146,EZH2,0,284
1927,2316,FLNA,0,359
1957,2353,FOS,1,259
1958,2354,FOSB,0,35
1959,2355,FOSL2,0,66
2044,2516,NR5A1,0,51
2059,2534,FYN,0,410
2219,2734,GLG1,0,31
2269,2798,GNRHR,0,10
2361,2908,NR3C1,0,242
2382,2932,GSK3B,0,362
2408,2959,GTF2B,0,148
2410,2961,GTF2E2,0,63
2411,2962,GTF2F1,0,122
2418,2969,GTF2I,0,149
2500,3065,HDAC1,0,611
2501,3066,HDAC2,0,387
2524,3091,HIF1A,0,182
2526,3093,UBE2K,0,107
2567,3146,HMGB1,0,114
2577,3159,HMGA1,0,105
2582,3164,NR4A1,0,134
2600,3185,HNRNPF,0,374
2601,3187,HNRNPH1,0,359
2606,3192,HNRNPU,0,691
2649,3239,HOXD13,0,43
2695,3295,HSD17B4,0,72
2701,3301,DNAJA1,0,175
2703,3303,HSPA1A,0,353
2705,3305,HSPA1L,0,163
2708,3308,HSPA4,0,366
2709,3309,HSPA5,0,517
2710,3310,HSPA6,0,81
2712,3312,HSPA8,0,600
2718,3320,HSP90AA1,0,900
2722,3326,HSP90AB1,0,543
