Node ID,Protein ID,Protein Name,Disease Node,Degree,Comp_rnorm_cnorm
15498,55172,DNAAF2,1,68,12509.0
8467,10482,NXF1,0,1153,
287,351,APP,0,2132,
6176,7547,ZIC3,1,5,1471.0
4386,5396,PRRX1,1,8,1128.0
15276,54919,DNAAF5,1,56,13098.0
16557,23639,LRRC6,1,5,19075.0
1462,1767,DNAH5,1,1,13113.0
568,682,BSG,0,154,
8124,203286,ANKS6,1,6,9426.0
18749,27019,DNAI1,1,2,20127.0
73,93,ACVR2B,1,35,12195.0
1998,51364,ZMYND10,1,15,10694.0
8120,10084,PQBP1,1,51,13459.0
3925,4838,NODAL,1,2,9708.0
1759,2121,EVC,1,2,10294.0
4065,5015,OTX2,1,47,9421.0
5477,6722,SRF,0,111,
15462,55130,ARMC4,1,2,18869.0
13421,51626,DYNC2LI1,1,16,10459.0
5437,6674,SPAG1,1,13,6573.0
5117,6310,ATXN1,0,303,
