Node ID,Protein ID,Protein Name,Disease Node,Degree
523,633,BGN,0,17
795,948,CD36,0,20
807,960,CD44,0,100
1062,1277,COL1A1,1,56
1063,1278,COL1A2,1,37
1365,1634,DCN,0,37
1653,1994,ELAVL1,0,1866
1943,2335,FN1,0,792
2994,3673,ITGA2,0,37
3311,4040,LRP6,0,42
3539,4318,MMP9,0,39
3767,4653,MYOC,0,46
4081,5034,P4HB,0,148
4181,5154,PDGFA,0,24
4182,5155,PDGFB,0,27
4201,5176,SERPINF1,1,11
4451,5479,PPIB,1,99
5222,22918,CD93,0,26
5233,6449,SGTA,0,207
5440,6678,SPARC,1,25
5752,7045,TGFBI,0,12
5764,7057,THBS1,0,54
5848,121340,SP7,1,9
6078,7428,VHL,0,466
6096,7450,VWF,0,22
6114,7471,WNT1,1,12
8476,10491,CRTAP,1,23
10433,79600,TCTN1,0,104
14220,79823,CAMKMT,0,27
15020,54557,SGTB,0,182
15480,55151,TMEM38B,1,5
17392,57599,WDR48,0,75
18227,26123,TCTN3,0,317
18332,26270,FBXO6,0,622
18341,26284,ERAL1,0,29
19269,60681,FKBP10,1,22
20226,29978,UBQLN2,0,310
20227,29979,UBQLN1,0,283
20839,64175,P3H1,0,73
