Node ID,Protein ID,Protein Name,Disease Node,Degree,Comp_rnorm_cnorm
3077,3763,KCNJ6,1,13,15919.0
6665,8349,HIST2H2BE,0,207,
6666,8350,HIST1H3A,0,309,
6162,7531,YWHAE,0,426,
16404,23468,CBX5,0,198,
13355,51547,SIRT7,0,666,
53,60,ACTB,0,466,
1591,1915,EEF1A1,0,613,
1593,1917,EEF1A2,1,165,1997.0
64,55650,PIGV,1,1,14722.0
1603,1936,EEF1D,0,166,
1604,1937,EEF1G,0,173,
1605,1938,EEF2,0,292,
6738,8451,CUL4A,0,383,
6739,8452,CUL3,0,1228,
8279,23556,PIGN,1,7,6530.0
8299,337967,KRTAP6-2,0,188,
15471,55142,HAUS2,0,99,
1653,1994,ELAVL1,0,1866,
6164,7533,YWHAH,0,343,
7298,9126,SMC3,0,144,
5251,6469,SHH,1,11,16402.0
1158,1385,CREB1,0,198,
6792,8517,IKBKG,0,465,
3217,3921,RPSA,0,276,
15509,55183,RIF1,0,160,
7836,9759,HDAC4,0,203,
2718,3320,HSP90AA1,0,900,
16241,23291,FBXW11,0,403,
168,207,AKT1,0,378,
19628,126961,HIST2H3C,0,117,
12976,51124,IER3IP1,1,18,3205.0
4788,5887,RAD23B,0,125,
5318,55704,CCDC88A,1,69,10108.0
1224,1460,CSNK2B,0,305,
1741,2099,ESR1,0,789,
4305,5300,PIN1,0,309,
4116,5077,PAX3,1,34,4334.0
4319,5315,PKM,0,194,
4987,6155,RPL27,0,231,
3453,4204,MECP2,1,66,1078.0
6898,8642,DCHS1,1,2,6402.0
5885,7189,TRAF6,0,552,
5380,6613,SUMO2,0,260,
13061,83987,CCDC8,0,547,
4870,5982,RFC2,0,94,
4872,5984,RFC4,0,96,
8467,10482,NXF1,0,1153,
3353,4087,SMAD2,0,394,
3354,4088,SMAD3,0,417,
6429,7965,AIMP2,0,100,
2338,2885,GRB2,0,1081,
3885,4791,NFKB2,0,194,
15663,120892,LRRK2,0,154,
9010,11141,IL1RAPL1,1,2,16091.0
8501,10522,DEAF1,1,24,3315.0
5432,6667,SP1,0,441,
5855,7157,TP53,0,1001,
5953,7283,TUBG1,0,255,
1350,1616,DAXX,0,218,
2382,2932,GSK3B,0,362,
6968,8717,TRADD,0,92,
338,409,ARRB2,0,366,
18265,26173,INTS1,0,51,
4442,5468,PPARG,0,167,
4956,6117,RPA1,0,494,
5981,7316,UBC,0,1647,
3426,4171,MCM2,0,918,
870,1026,CDKN1A,0,312,
1903,2290,FOXG1,1,85,4242.0
4465,5501,PPP1CC,0,308,
18323,26260,FBXO25,0,193,
1908,2296,FOXC1,0,47,
1915,2304,FOXE1,0,78,
5501,6749,SSRP1,0,284,
4479,5518,PPP2R1A,1,298,1255.0
1920,2309,FOXO3,0,81,
4482,5521,PPP2R2B,0,159,
1925,2314,FLII,1,79,4224.0
3462,4215,MAP3K3,0,231,
3986,4914,NTRK1,0,1965,
915,1080,CFTR,0,324,
3991,4920,ROR2,1,42,2536.0
5016,6188,RPS3,0,395,
21060,10763,NES,0,61,
9626,12412,,0,150,
5028,6202,RPS8,0,448,
5788,7083,TK1,0,182,
17323,57520,HECW2,0,291,
6060,7407,VARS,0,88,
6068,7415,VCP,0,610,
6586,8243,SMC1A,0,148,
4547,5591,PRKDC,0,312,
2500,3065,HDAC1,0,611,
2501,3066,HDAC2,0,387,
454,546,ATRX,1,58,825.0
4553,5597,MAPK6,0,282,
3549,4329,ALDH6A1,1,54,14373.0
11236,57154,SMURF1,0,390,
7654,9555,H2AFY,0,73,
3561,4343,MOV10,0,1178,
7147,8924,HERC2,0,224,
10733,79959,CEP76,0,204,
5614,72415,,0,15,
8687,10743,RAI1,1,24,6960.0
5620,6885,MAP3K7,0,183,
3574,4361,MRE11,0,130,
6655,8339,HIST1H2BG,0,244,
