Node ID,Protein ID,Protein Name,Disease Node,Degree,LCI
6147,7514,XPO1,0,1256,
7,12,SERPINA3,0,33,
2057,2532,ACKR1,0,8,
2059,2534,FYN,0,410,
6159,7528,YY1,0,172,
6162,7531,YWHAE,0,426,
6163,7532,YWHAG,0,542,
20,25,ABL1,0,389,
6165,7534,YWHAZ,0,662,
6166,7535,ZAP70,0,71,
6168,7538,ZFP36,0,71,
20505,653361,NCF1,0,49,
4129,5093,PCBP1,0,192,
4130,5094,PCBP2,0,197,
4145,5111,PCNA,0,390,
51,58,ACTA1,0,200,
53,60,ACTB,0,466,
59,70,ACTC1,0,65,
60,71,ACTG1,0,187,
65,81,ACTN4,0,153,
66,86,ACTL6A,0,155,
18506,59341,TRPV4,1,20,26.0
2133,2626,GATA4,0,36,
8287,10273,STUB1,0,258,
16497,23569,PADI4,0,14,
8306,10294,DNAJA2,0,114,
8211,10188,TNK2,0,94,
117,142,PARP1,0,286,
6267,7704,ZBTB16,0,166,
2069,2547,XRCC6,0,285,
12418,2919,CXCL1,1,14,1367.0
4801,5901,RAN,0,253,
8329,10320,IKZF1,0,126,
10378,51478,HSD17B7,0,33,
147,176,ACAN,0,17,
168,207,AKT1,0,378,
169,208,AKT2,0,129,
2220,2735,GLI1,0,66,
18802,27097,TAF5L,0,46,
4272,5265,SERPINA1,1,48,163.0
3784,4673,NAP1L1,0,237,
18613,53615,MBD3,0,144,
2233,2752,GLUL,0,35,
2242,2770,GNAI1,0,107,
2243,2771,GNAI2,0,209,
4299,5294,PIK3CG,0,39,
4300,5295,PIK3R1,0,307,
8401,10411,RAPGEF3,1,15,11857.0
8409,10419,PRMT5,0,360,
2272,2801,GOLGA2,0,455,
4781,5880,RAC2,0,28,
2278,5929,RBBP5,0,114,
6378,7874,USP7,0,313,
237,292,SLC25A5,0,335,
4344,5340,PLG,0,68,
4349,5347,PLK1,0,268,
261,322,APBB1,0,95,
6406,7923,HSD17B8,0,39,
263,324,APC,0,301,
267,328,APEX1,0,111,
16655,56547,MMP26,0,3,
4371,5371,PML,0,237,
729,867,CBL,0,276,
8473,10488,CREB3,0,283,
2334,2877,GPX2,0,23,
287,351,APP,0,2132,
12577,50618,ITSN2,0,94,
2338,2885,GRB2,0,1081,
8483,10498,CARM1,0,96,
732,871,SERPINH1,0,91,
301,367,AR,0,301,
8503,10524,KAT5,0,265,
2361,2908,NR3C1,0,242,
2372,2920,CXCL2,1,11,1189.0
8519,10542,LAMTOR5,0,54,
4425,5447,POR,0,38,
4428,5451,POU2F1,0,107,
2382,2932,GSK3B,0,362,
18767,27043,PELP1,0,178,
338,409,ARRB2,0,366,
6484,8065,CUL5,0,482,
341,412,STS,0,25,
18784,92609,TIMM50,0,89,
8547,10574,CCT7,0,189,
8548,10575,CCT4,0,188,
8549,10576,CCT2,0,217,
358,438,ASMT,0,23,
16444,23512,SUZ12,0,338,
363,444,ASPH,0,43,
364,445,ASS1,0,92,
20539,6354,CCL7,0,22,
2418,2969,GTF2I,0,149,
10617,79813,EHMT1,0,73,
4474,5511,PPP1R8,0,48,
4479,5518,PPP2R1A,0,298,
385,467,ATF3,0,63,
389,472,ATM,0,218,
