Node ID,Protein ID,Protein Name,Disease Node,Degree,LCI
16389,23451,SF3B1,0,446,
2220,2735,GLI1,0,66,
1197,1432,MAPK14,0,329,
6160,7529,YWHAB,0,398,
2577,3159,HMGA1,0,105,
7698,9611,NCOR1,0,179,
20,25,ABL1,0,389,
2069,2547,XRCC6,0,285,
6174,7545,ZIC1,0,62,
2594,3178,HNRNPA1,0,701,
2600,3185,HNRNPF,0,374,
13355,51547,SIRT7,0,666,
2606,3192,HNRNPU,0,691,
5679,6950,TCP1,0,289,
561,672,BRCA1,0,609,
7219,9031,BAZ1B,1,66,14903.0
13364,84324,SARNP,0,48,
4958,6119,RPA3,0,399,
12342,17344,,0,4,
1591,1915,EEF1A1,0,613,
16444,23512,SUZ12,0,338,
8768,10856,RUVBL2,0,367,
15945,22976,PAXIP1,0,266,
12875,51013,EXOSC1,0,64,
6739,8452,CUL3,0,1228,
1620,1956,EGFR,0,926,
8283,10269,ZMPSTE24,1,29,6520.0
18530,26608,TBL2,1,136,5523.0
8296,10284,SAP18,0,149,
15988,23020,SNRNP200,0,377,
1653,1994,ELAVL1,0,1866,
5243,203068,TUBB,0,361,
1665,2006,ELN,1,25,5.0
5251,6469,SHH,0,11,
5772,7067,THRA,0,110,
3729,4609,MYC,0,583,
4547,5591,PRKDC,0,312,
16534,23612,PHLDA3,0,98,
12954,23524,SRRM2,0,330,
13468,51684,SUFU,1,63,3218.0
2718,3320,HSP90AA1,0,900,
2722,3326,HSP90AB1,0,543,
4259,5250,SLC25A3,0,311,
9158,11331,PHB2,0,325,
13474,51691,LSM8,0,66,
2503,3068,HDGF,0,212,
6828,8554,PIAS1,0,191,
3757,4641,MYO1C,0,196,
2222,2737,GLI3,0,29,
3248,3958,LGALS3,0,189,
8881,10987,COPS5,0,828,
3270,3984,LIMK1,1,55,4080.0
3271,3985,LIMK2,0,35,
1741,2099,ESR1,0,789,
719,857,CAV1,0,220,
3283,4000,LMNA,0,258,
7893,9820,CUL7,0,649,
5337,6567,SLC16A2,1,45,14589.0
732,871,SERPINH1,0,91,
1765,2130,EWSR1,0,698,
9961,56086,,0,62,
6378,7874,USP7,0,313,
747,891,CCNB1,0,161,
237,292,SLC25A5,0,335,
6899,8643,PTCH2,1,5,5.0
5365,6597,SMARCA4,0,269,
5366,6598,SMARCB1,0,173,
4855,5966,REL,0,389,
5368,6601,SMARCC2,0,188,
4859,5970,RELA,0,419,
5375,6608,SMO,0,4,
3844,4734,NEDD4,0,317,
13061,83987,CCDC8,0,547,
4870,5982,RFC2,1,94,399.0
1294,1543,CYP1A1,0,92,
8977,11100,HNRNPUL1,0,171,
16146,23186,RCOR1,0,86,
1667,2010,EMD,1,225,1151.0
7960,9896,FIG4,1,5,814.0
3353,4087,SMAD2,0,394,
3354,4088,SMAD3,0,417,
8477,10492,SYNCRIP,0,459,
18206,26092,TOR1AIP1,0,56,
287,351,APP,0,2132,
800,66489,,0,248,
4145,5111,PCNA,0,390,
3884,4790,NFKB1,0,277,
8493,10514,MYBBP1A,0,253,
3887,4793,NFKBIB,0,111,
18227,26123,TCTN3,0,317,
4916,6045,RNF2,0,756,
13622,84661,DPY30,0,86,
5432,6667,SP1,0,441,
827,983,CDK1,0,415,
2879,3549,IHH,0,4,
6977,8726,EED,0,483,
4000,4929,NR4A2,0,33,
1350,1616,DAXX,0,218,
4663,5727,PTCH1,1,104,6.0
7500,9372,ZFYVE9,0,52,
3981,4907,NT5E,0,79,
7480,9349,RPL23,0,396,
4442,5468,PPARG,1,167,1138.0
4956,6117,RPA1,0,494,
861,1017,CDK2,0,892,
19806,389524,GTF2IRD2B,0,4,
4966,6128,RPL6,0,408,
7740,9656,MDC1,0,196,
5994,7329,UBE2I,0,502,
4971,6134,RPL10,0,448,
1388,1660,DHX9,0,529,
16241,23291,FBXW11,0,403,
2418,2969,GTF2I,1,149,7717.0
4469,5506,PPP1R3A,1,52,5689.0
3446,4193,MDM2,0,470,
2793,3428,IFI16,0,394,
4990,6158,RPL28,0,245,
1259,1499,CTNNB1,0,395,
4957,6118,RPA2,0,471,
16107,55914,ERBIN,0,99,
3469,4223,MEOX2,0,687,
8081,10036,CHAF1A,0,120,
3986,4914,NTRK1,0,1965,
5469,6714,SRC,0,525,
3992,4921,DDR2,1,13,5.0
18332,26270,FBXO6,0,622,
5367,6599,SMARCC1,0,203,
6560,8202,NCOA3,0,134,
16292,23345,SYNE1,0,176,
10661,79867,TCTN2,0,211,
5981,7316,UBC,0,1647,
935,1108,CHD4,0,153,
5033,6207,RPS13,0,350,
1963,854327,,0,2,
4524,5566,PRKACA,0,420,
16308,23363,OBSL1,0,619,
951,66661,,0,208,
6072,7421,VDR,0,127,
6048,7391,USF1,0,88,
7243,9063,PIAS2,0,204,
2500,3065,HDAC1,0,611,
12742,50846,DHH,0,3,
4551,5595,MAPK3,0,349,
4550,5594,MAPK1,0,402,
971,1146,CHRNG,1,17,13634.0
4557,5601,MAPK9,0,204,
17363,155871,,0,312,
6105,7461,CLIP2,1,11,7801.0
3036,3717,JAK2,0,136,
16349,23405,DICER1,0,223,
7077,8841,HDAC3,0,238,
337,408,ARRB1,0,314,
3561,4343,MOV10,0,1178,
1004,1191,CLU,0,123,
7666,9569,GTF2IRD1,1,25,5452.0
